conversation_id,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,text,possibly_sensitive,lang,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,source,id,attachments/media_keys/0,reply_settings,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,entities/hashtags/12/start,entities/hashtags/12/end,entities/hashtags/12/tag,entities/hashtags/13/start,entities/hashtags/13/end,entities/hashtags/13/tag,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,context_annotations/0/entity/description,attachments/media_keys/1,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/3/entity/description,context_annotations/4/entity/description,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/5/entity/description,context_annotations/6/entity/description,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/9/domain/id,context_annotations/9/domain/name,context_annotations/9/domain/description,context_annotations/9/entity/id,context_annotations/9/entity/name,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,entities/annotations/6/start,entities/annotations/6/end,entities/annotations/6/probability,entities/annotations/6/type,entities/annotations/6/normalized_text,entities/hashtags/14/start,entities/hashtags/14/end,entities/hashtags/14/tag,entities/hashtags/15/start,entities/hashtags/15/end,entities/hashtags/15/tag,entities/hashtags/16/start,entities/hashtags/16/end,entities/hashtags/16/tag,entities/hashtags/17/start,entities/hashtags/17/end,entities/hashtags/17/tag,referenced_tweets/1/type,referenced_tweets/1/id
1238472653243023360,238,261,https://t.co/t0sSDhEnzR,https://twitter.com/EdgarBlancoJP/status/1238472653243023360/photo/1,pic.twitter.com/t0sSDhEnzR,184,193,Covid_19,212,237,SomosGarantiaAlimentaria,,,,,,,"🇻🇪 Presidente @NicolasMaduro: Nos hemos puesto en contacto con nuestros socios de la OPEP y aliados no OPEP para tomar iniciativas de diálogo y reencuentro, de búsqueda de soluciones. #Covid_19 
@OPECSecretariat #SomosGarantiaAlimentaria https://t.co/t0sSDhEnzR",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,007d375579cdad52,2020-03-13T14:31:04+00:00,1,0,0,0,907981544412864514,Twitter for Android,1238472653243023360,31238472355426508800,everyone,87,90,0.9627,Organization,OPEP,,,,105,108,0.707,Organization,OPEP,14,28,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,238,261,https://t.co/t0sSDhEnzR,https://twitter.com/EdgarBlancoJP/status/1238472653243023360/photo/1,pic.twitter.com/t0sSDhEnzR,,,,,,,,,,,,,,,,,31238472644997132290,,,,,195,211,OPECSecretariat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238472645823336448,140,163,https://t.co/c7k0lG1BQQ,https://twitter.com/omar_jn17/status/1238472645823336448/photo/1,pic.twitter.com/c7k0lG1BQQ,10,26,MaratónDeBoston,109,121,Coronavirus,123,139,LavarseLasManos,,,,"Sumado al #MaratónDeBoston y otros eventos, muchos eventos deportivos cancelados/pospuestos a nivel mundial 
#Coronavirus 
#LavarseLasManos https://t.co/c7k0lG1BQQ",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,006fa5d223223cfc,2020-03-13T14:31:03+00:00,0,0,0,0,130176309,Twitter for Android,1238472645823336448,31238472610805137415,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238470919611469828,,,,,,,,,,,,,,,,,,"@sampinsss Total, y yo q amanezco con rinitis diario ya veo volando el. Coronavirus 😂😂😂😂",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,0058b0cb7e695890,2020-03-13T14:29:59+00:00,0,0,0,0,79079127,Twitter for Android,1238472377262104576,,everyone,,,,,,,,,,,,,,0,10,sampinsss,85010203,replied_to,1238470919611469828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238472231149322240,100,123,https://t.co/5dzGvgBtwb,https://twitter.com/soyalejolm/status/1238468597430865921,twitter.com/soyalejolm/sta…,79,89,Venezuela,90,99,Covid_19,,,,,,,"La desinformación comienza, en un país donde la censura es el pan de cada día. #Venezuela #Covid_19 https://t.co/5dzGvgBtwb",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01be351754bcbe13,2020-03-13T14:29:24+00:00,2,1,0,0,88545796,Twitter for Android,1238472231149322240,,everyone,,,,,,,,,,,,,,,,,,quoted,1238468597430865921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238472031903141889,75,98,https://t.co/ZkkJx92B0b,https://twitter.com/omar_jn17/status/1238472031903141889/photo/1,pic.twitter.com/ZkkJx92B0b,0,11,Disneyland,62,74,Coronavirus,,,,,,,"#Disneyland cierra sus puertas en Orlando y París 🤹‍♂️🤹‍♀️🎠🎡🎢
#Coronavirus https://t.co/ZkkJx92B0b",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,006fa5d223223cfc,2020-03-13T14:28:36+00:00,0,0,1,0,130176309,Twitter for Android,1238472031903141889,31238472008255578113,everyone,34,40,0.9945,Place,Orlando,,,,44,48,0.9422,Place,París,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",839159814991167489,Travel,Travel,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",839160129752686593,General Travel,General Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",857603051657482241,Destinations,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",849077981351821312,Theme parks,,,,,,,,,,,,,,,,Destinations,Theme parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238471905214111744,61,84,https://t.co/dv1XdWZNx6,http://bit.ly/2QdWX8h,bit.ly/2QdWX8h,,,,,,,,,,,,,[ATENCIÓN] Confirman primer caso de coronavirus en Venezuela https://t.co/dv1XdWZNx6 vía @ElNacionalWeb,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,006fa5d223223cfc,2020-03-13T14:28:06+00:00,6,0,0,1,1419484028,Twitter for Android,1238471905214111744,,everyone,51,59,0.9972,Place,Venezuela,,,,,,,,,89,103,ElNacionalWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238471771701084160,,,,,,,,,,,,,,,,,,"Por Dios, cómo van a sorprenderse cuando confirman un caso de Coronavirus en Venezuela. 

Gente, ese virus está rodando desde hace días en el país, si no lo notan, el gobierno empezó a tomar medidas ayer, ¿Por qué? Porque ya está la infección y quieren cubrirse la espalda antes",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,015d19216c749864,2020-03-13T14:27:34+00:00,0,1,0,0,1041817137122299904,Twitter for Android,1238471771701084160,,everyone,4,7,0.8855,Other,Dios,,,,62,72,0.3862,Person,Coronavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,85,0.9968,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238471461704261632,,,,,,,,,,,,,,,,,,Que mensaje oculto habrá tras el Covid-19?,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01c93e351e3122fb,2020-03-13T14:26:20+00:00,0,1,0,2,195986968,Twitter for Android,1238471461704261632,,everyone,33,37,0.3345,Organization,Covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238471391856545792,,,,,,131,141,Venezuela,,,,,,,,,,"1/2 ¿Creen que estamos en capacidad de asumir el Coronavirus? ¿Como sabemos que no hemos decidido subestimarlo? Que dios bendiga a #Venezuela y nos de fuerza ante las graves consecuencias que este nos puede traer. Sin un sistema de salud, sin agua, sin insumos... sin gobierno.",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,0058b0cb7e695890,2020-03-13T14:26:04+00:00,1,1,3,0,129321430,Twitter for iPhone,1238471391856545792,,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238471303633436673,76,99,https://t.co/nvSy7xGEq2,https://twitter.com/giroditalia/status/1238457377466318849,twitter.com/giroditalia/st…,18,30,GiroDItalia,63,75,Coronavirus,,,,,,,"⚠️⚠️⚠️
Suspendido #GiroDItalia 🚴‍♂️ 
Habrá cambio de fecha.... #Coronavirus https://t.co/nvSy7xGEq2",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,006fa5d223223cfc,2020-03-13T14:25:43+00:00,0,0,0,0,130176309,Twitter for Android,1238471303633436673,,everyone,,,,,,,,,,,,,,,,,,quoted,1238457377466318849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238470665411403776,164,187,https://t.co/61EvNFLmnW,https://twitter.com/UEMPPATachira/status/1238470665411403776/photo/1,pic.twitter.com/61EvNFLmnW,,,,,,,,,,,,,"@MinAgriculturaV   dan a conocer la enfermedad *Coronavirus* COVID-19.
@NicolasMaduro
@FreddyBernal
@Yepfri_Arguello
@ClapEsTachira
@GMAS_Tachira. @MinAgriculturaV https://t.co/61EvNFLmnW",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a73d6169f504ac,2020-03-13T14:23:10+00:00,1,0,2,0,2809530695,Twitter for Android,1238470665411403776,31238470632133795840,everyone,,,,,,,,,,,,,,0,16,MinAgriculturaV,256064802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,71,85,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,99,FreddyBernal,100,116,Yepfri_Arguello,117,131,ClapEsTachira,132,145,GMAS_Tachira,147,163,MinAgriculturaV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238470526726701056,164,187,https://t.co/5zeuz7wPZI,https://twitter.com/UEMPPATachira/status/1238470526726701056/photo/1,pic.twitter.com/5zeuz7wPZI,,,,,,,,,,,,,"@MinAgriculturaV   dan a conocer la enfermedad *Coronavirus* COVID-19.
@NicolasMaduro
@FreddyBernal
@Yepfri_Arguello
@ClapEsTachira
@GMAS_Tachira. @MinAgriculturaV https://t.co/5zeuz7wPZI",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a73d6169f504ac,2020-03-13T14:22:37+00:00,1,0,0,0,2809530695,Twitter for Android,1238470526726701056,31238470486079819779,everyone,,,,,,,,,,,,,,0,16,MinAgriculturaV,256064802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,71,85,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,99,FreddyBernal,100,116,Yepfri_Arguello,117,131,ClapEsTachira,132,145,GMAS_Tachira,147,163,MinAgriculturaV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233697025105022978,50,73,https://t.co/XW9hyofAON,https://www.elnacional.com/venezuela/confirman-primer-caso-de-coronavirus-en-venezuela/,elnacional.com/venezuela/conf…,,,,,,,,,,,,,Confirman primer caso de coronavirus en Venezuela https://t.co/XW9hyofAON vía @EL NACIONAL,False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,07d9de74e1081000,2020-03-13T14:21:44+00:00,0,0,0,0,379384952,Twitter for iPhone,1238470302222483462,,everyone,40,48,0.9969,Place,Venezuela,,,,,,,,,78,81,EL,379384952,replied_to,1233697025105022978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238470180386340864,164,187,https://t.co/oQvLKrt8hy,https://twitter.com/UEMPPATachira/status/1238470180386340864/photo/1,pic.twitter.com/oQvLKrt8hy,,,,,,,,,,,,,"@MinAgriculturaV   dan a conocer la enfermedad *Coronavirus* COVID-19.
@NicolasMaduro
@FreddyBernal
@Yepfri_Arguello
@ClapEsTachira
@GMAS_Tachira. @MinAgriculturaV https://t.co/oQvLKrt8hy",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a73d6169f504ac,2020-03-13T14:21:15+00:00,1,0,0,0,2809530695,Twitter for Android,1238470180386340864,31238470142750851077,everyone,,,,,,,,,,,,,,0,16,MinAgriculturaV,256064802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,71,85,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,99,FreddyBernal,100,116,Yepfri_Arguello,117,131,ClapEsTachira,132,145,GMAS_Tachira,147,163,MinAgriculturaV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238469574959468545,164,187,https://t.co/WTKmhCaMd7,https://twitter.com/UEMPPATachira/status/1238469574959468545/photo/1,pic.twitter.com/WTKmhCaMd7,,,,,,,,,,,,,"@MinAgriculturaV   dan a conocer la enfermedad *Coronavirus* COVID-19.
@NicolasMaduro
@FreddyBernal
@Yepfri_Arguello
@ClapEsTachira
@GMAS_Tachira. @MinAgriculturaV https://t.co/WTKmhCaMd7",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,01a73d6169f504ac,2020-03-13T14:18:50+00:00,1,0,0,0,2809530695,Twitter for Android,1238469574959468545,31238469544303382529,everyone,,,,,,,,,,,,,,0,16,MinAgriculturaV,256064802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,71,85,NicolasMaduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,99,FreddyBernal,100,116,Yepfri_Arguello,117,131,ClapEsTachira,132,145,GMAS_Tachira,147,163,MinAgriculturaV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238469483045494788,76,99,https://t.co/Z1XprgOJdX,https://twitter.com/reguerotv/status/1238469483045494788/video/1,pic.twitter.com/Z1XprgOJdX,52,64,coronavirus,65,75,Venezuela,,,,,,,El té de toronjil y el eucalipto peleando contra el #coronavirus #Venezuela https://t.co/Z1XprgOJdX,True,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,043383f8b2b79918,2020-03-13T14:18:29+00:00,0,0,0,0,895422352523231232,Twitter for iPhone,1238469483045494788,71238469448220258305,everyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238469415873716224,231,254,https://t.co/pbMLPlEgMt,https://twitter.com/etiquetacaribe/status/1238469415873716224/photo/1,pic.twitter.com/pbMLPlEgMt,12,18,13Mar,201,209,COVID19,210,230,CoronavirusEnBrasil,,,,"ÚLTIMA HORA #13Mar: El Presidente de Brasil, Jair Bolsonaro, ha dado positivo en la primera prueba de infección por el nuevo coronavirus, que causa la enfermedad COVID-19; informa el periódico O DIA 

#COVID19 #CoronavirusEnBrasil https://t.co/pbMLPlEgMt",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,00fef4361f2ad538,2020-03-13T14:18:13+00:00,0,0,0,1,69364197,Twitter for Android,1238469415873716224,161238469401176944640,everyone,37,42,0.4472,Place,Brasil,,,,45,58,0.9294,Person,Jair Bolsonaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,912697101083041792,Jair Bolsonaro,Jair Bolsonaro,35,Politician,"Politicians in the world, like Joe Biden",912697101083041792,Jair Bolsonaro,Jair Bolsonaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238435372562092032,,,,,,,,,,,,,,,,,,"@CNNEE El coronavirus se origino en China,  es un país de esclavos que vive en asinamiento para mantener esa economía, y comen cualquier bicho",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,016eb87b25e8a354,2020-03-13T14:13:21+00:00,0,0,0,0,1060948462181777409,Twitter for Android,1238468191736791040,,everyone,36,40,0.9782,Place,China,,,,,,,,,0,6,CNNEE,33884545,replied_to,1238435372562092032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Brand Vertical,Top level entities that describe a Brands industry,781974597310615553,Entertainment,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974597105094656,TV/Movies Related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Brand,Brands and Companies,10040667043,CNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238466982015643653,,,,,,95,107,Coronavirus,173,183,VENEZUELA,,,,,,,"Muchos por las redes sociales como que quisieran vivir lo que vive Italia o España con esto de #Coronavirus, señores ayudan a mantenernos informados. NO HAY NINGUNA CASO EN #VENEZUELA DE ESTE VIRUS y es muy difícil ocultar algo así, no estoy defendiendo al gobierno",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,018e4aba7010ecbe,2020-03-13T14:08:32+00:00,0,1,0,0,1677036380,Twitter for Android,1238466982015643653,,everyone,67,72,0.9565,Place,Italia,,,,76,81,0.9348,Place,España,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238466866630328320,99,122,https://t.co/dJmVZyVlLD,http://bit.ly/2W9oVpF,bit.ly/2W9oVpF,,,,,,,,,,,,,"Gobiernos de Colombia y Brasil desatienden llamado venezolano en trabajo conjunto contra COVID-19

https://t.co/dJmVZyVlLD https://t.co/FBj5BBagDX",False,es,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,043383f8b2b79918,2020-03-13T14:08:05+00:00,5,1,4,0,122498057,Twitter Web Client,1238466866630328320,31238466842190061568,everyone,13,20,0.943,Place,Colombia,,,,24,29,0.8915,Place,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,146,https://t.co/FBj5BBagDX,https://twitter.com/laradiodelsur/status/1238466866630328320/photo/1,pic.twitter.com/FBj5BBagDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
