reply_settings,attachments/media_keys/0,text,conversation_id,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,source,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,possibly_sensitive,lang,id,geo/place_id,author_id
everyone,31358000797053763584,"#ServicioPúblico Para la abuela del dirigente estudiantil @LuisPalaciosHe presidente de la FCU-UCV, hospitalizada por COVID-19, se requiere con urgencia:

√ Enoxapirina 60mg
√ Metilprednisolona 200mg

Contacto: 0414-9122533 https://t.co/zQDW6OOEOH",1358000799419367424,58,73,LuisPalaciosHe,224,247,https://t.co/zQDW6OOEOH,https://twitter.com/LidkRodelo/status/1358000799419367424/photo/1,pic.twitter.com/zQDW6OOEOH,91,97,0.4852,Organization,FCU-UCV,False,16,ServicioPúblico,Twitter for Android,2021-02-06T10:33:15+00:00,21,False,8,False,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,False,es,1358000799419367424,00dd051c4ae032b0,67153643
