id,possibly_sensitive,created_at,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,text,reply_settings,source,conversation_id,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,referenced_tweets/0/type,referenced_tweets/0/id,geo/place_id,entities/urls/0/status,entities/urls/0/unwound_url,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/1/entity/description,context_annotations/2/entity/description,context_annotations/0/entity/description,in_reply_to_user_id,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/9/domain/id,context_annotations/9/domain/name,context_annotations/9/domain/description,context_annotations/9/entity/id,context_annotations/9/entity/name,context_annotations/10/domain/id,context_annotations/10/domain/name,context_annotations/10/domain/description,context_annotations/10/entity/id,context_annotations/10/entity/name,context_annotations/9/entity/description,context_annotations/11/domain/id,context_annotations/11/domain/name,context_annotations/11/domain/description,context_annotations/11/entity/id,context_annotations/11/entity/name,context_annotations/11/entity/description,context_annotations/12/domain/id,context_annotations/12/domain/name,context_annotations/12/domain/description,context_annotations/12/entity/id,context_annotations/12/entity/name,context_annotations/13/domain/id,context_annotations/13/domain/name,context_annotations/13/domain/description,context_annotations/13/entity/id,context_annotations/13/entity/name,context_annotations/14/domain/id,context_annotations/14/domain/name,context_annotations/14/domain/description,context_annotations/14/entity/id,context_annotations/14/entity/name,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,attachments/media_keys/0,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/title,entities/urls/0/description
1279253171257434114,False,2020-07-04T03:18:18+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/2VHeZIVesa,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,0,0,0,0,119102240,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/2VHeZIVesa,everyone,Twitter for Android,1279253171257434114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279251511932006401,False,2020-07-04T03:11:42+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/JDKZx3JqfY,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,0,0,0,0,413508018,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/JDKZx3JqfY,everyone,Twitter Web App,1279251511932006401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279250172850159616,False,2020-07-04T03:06:23+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,217,225,0.9432,Place,Venezuela,,,,,,,,,,,,,,,227,250,https://t.co/2SiJGYlqwq,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,es,189,3,50,3,2305468752,"La APUCV invita a sus agremiados a contribuir, en la medida    de sus posibilidades,  en esta campaña para ayudar a la profesora Marina Troconiz, ex directora de Bioanalisis 

Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/2SiJGYlqwq",everyone,Twitter for Android,1279250172850159616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279232528281415680,False,2020-07-04T01:56:16+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,19,24,0.6336,Person,Marina,159,167,0.9847,Place,Venezuela,0,16,ServicioPúblico,228,237,Gofundme,,,,238,261,https://t.co/ScE0eW4QoI,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,303,0,49,1,2828470096,"#ServicioPúblico | Marina, de 71 años de edad, resultó positiva en la prueba del COVID-19. La paciente se encuentra en terapia intensiva. Ante la situación de Venezuela, la familia solicita apoyo. Si deseas colaborar ingresa al #Gofundme https://t.co/ScE0eW4QoI",everyone,Twitter for Android,1279232528281415680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279218310928912384,False,2020-07-04T00:59:46+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,0,5,3Jul,6,22,ServicioPúblico,88,100,coronavirus,223,246,https://t.co/EEcqhiQ5iH,http://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,26,1,7,2,221378668,"#3Jul #ServicioPúblico @gustavoaleman: ""A mi familia le tocó ponerle rostro y nombre al #coronavirus 
Mi tía está hospitalizada desde el 20/06 x neumonía relacionada a #Covid_19 su seguro de 50k$ se ha quedado corto (...)"" https://t.co/EEcqhiQ5iH",everyone,TweetDeck,1279218310928912384,,,,,,168,177,Covid_19,23,37,gustavoaleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279214038141059072,False,2020-07-04T00:42:47+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/bBCrydc65a,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,0,0,0,0,874878906,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/bBCrydc65a,everyone,Twitter for Android,1279214038141059072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279207632654553088,False,2020-07-04T00:17:20+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,92,97,0.4162,Place,Marina,233,241,0.9639,Place,Venezuela,,,,,,,,,,243,266,https://t.co/OqaijJKTLx,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,es,0,0,0,0,65042243,Está familia que tanto quiero está atravesando por esta difícil situación. Dios permita que Marina se recupere pronto y a quien pueda colaborar mil gracias.                                    Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/OqaijJKTLx,everyone,Twitter for Android,1279207632654553088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279206379639758849,True,2020-07-04T00:12:22+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,59,67,covid19,,,,,,,70,93,https://t.co/LYskywq0uY,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,0,0,1,0,116062360,"Ayudemos a mi tía a salir de terapia intensiva a causa del #covid19 

https://t.co/LYskywq0uY https://t.co/FHWeYETZOn",everyone,Twitter for iPhone,1279206379639758849,94,117,https://t.co/FHWeYETZOn,https://twitter.com/gustavoaleman/status/1279191840856694787,twitter.com/gustavoaleman/…,,,,,,,quoted,1279191840856694787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279191840856694787,False,2020-07-03T23:14:35+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,48,60,coronavirus,128,137,Covid_19,,,,255,278,https://t.co/zg73EXavx0,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,729,14,172,29,104989592,"A mi familia le tocó ponerle rostro y nombre al #coronavirus 
Mi tía está hospitalizada desde el 20/06 x neumonía relacionada a #Covid_19 su seguro de 50k$ se ha quedado corto y aunque está respondiendo bien al tratamiento es un proceso lento. ¡Ayúdanos! https://t.co/zg73EXavx0",everyone,Twitter for iPhone,1279191840856694787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279180397545316352,False,2020-07-03T22:29:07+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,84,90,0.504,Person,Covid19,95,103,0.9812,Place,Venezuela,,,,,,,,,,105,128,https://t.co/iqcLEHVPG8,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,1,0,0,0,29696505,"If you can, please donate: A friend's aunt is in the ICU after being diagnosed with Covid19 in Venezuela https://t.co/iqcLEHVPG8",everyone,Twitter Web App,1279180397545316352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279177876470927360,False,2020-07-03T22:19:06+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,85,89,0.2622,Place,Covid,,,,,,0,16,ServicioPúblico,,,,,,,212,235,https://t.co/0uggpdmDmo,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,0,0,0,0,82772732,"#ServicioPúblico | La tía de un amigo está hospitalizada por una neumonía asociada a Covid-19. 

Su seguro ya no aguanta y necesita ayuda para mantener su hospitalización. 

Quien pueda ayudar, lo agradecemos. 
 https://t.co/0uggpdmDmo",everyone,Twitter for Android,1279177876470927360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279174206471766017,False,2020-07-03T22:04:31+00:00,,,,,,21,28,0.4975,Person,Milagros,,,,,,,,,,,,,,,31,54,https://t.co/YwDA4Y5MXi,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,es,3,0,0,0,45177361,Ayudemos a la señora Milagros  https://t.co/YwDA4Y5MXi 👇👇,everyone,Twitter Web App,1279174206471766017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279170859836596224,False,2020-07-03T21:51:13+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/3Umb2ewFj9,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,1,0,1,0,196546619,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/3Umb2ewFj9,everyone,Twitter for iPhone,1279170859836596224,,,,,,,,,,,,,,55b4f9e5c516e0b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279162243691749377,False,2020-07-03T21:16:59+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/wzrQc9PXoq,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=m_pd+share-sheet,gofundme.com/f/help-my-aunt…,en,0,0,0,0,2948028699,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/wzrQc9PXoq,everyone,Twitter for Android,1279162243691749377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279157797226262535,False,2020-07-03T20:59:19+00:00,,,,,,27,49,0.7706,Person,Marina Troconis Luzardo,,,,,,0,16,ServicioPúblico,,,,,,,250,273,https://t.co/sbsGeMYOGY,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=customer&utm_campaign=p_cp+share-sheet&utm_medium=copy_link-tip,gofundme.com/f/help-my-aunt…,es,10,1,1,1,3331489667,"#ServicioPúblico | La Sra. Marina Troconis Luzardo se encuentra desde hace una semana en Terapia intensiva, ya no cuenta con los recursos necesarios para permanecer allí, por lo que requiere de nuestra solidaridad. 

Tlf de Contacto: 0414-3204682  

https://t.co/sbsGeMYOGY",everyone,Twitter Web App,1279157797226262535,,,,,,,,,,,,,,,200,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=customer&utm_campaign=p_cp+share-sheet&utm_medium=copy_link-tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279153034812100614,False,2020-07-03T20:40:23+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,74,76,0.5729,Place,UCI,82,88,0.3192,Place,Covid19,,,,,,,,,,202,225,https://t.co/3Z0cnHxNxL,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,es,1,1,1,0,1115968806042644480,"Estoy pidiendo esta ayuda para la madre de un amigo que está internada en UCI por Covid19, en Venezuela. Todo lo que puedas aportar, suma a la causa. Podemos juntos salvar otra vida. Un abrazo de luz.  https://t.co/3Z0cnHxNxL",everyone,Twitter for Android,1279153034812100614,,,,,,,,,,,,,,,,,94,102,0.9975,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279150455667527680,False,2020-07-03T20:30:08+00:00,,,,,,,,,,,,,,,,1,27,PublicServiceAnnouncement,,,,,,,95,118,https://t.co/jb1vmc74Q8,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,en,0,1,0,0,2153531058,"🚨#PublicServiceAnnouncement A dear friend is in need of your help. Details? Please see here.👇🏻
https://t.co/jb1vmc74Q8",everyone,Twitter for iPhone,1279150455667527680,,,,,,,,,,,,,,2a3f152d1ac5044a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279149370378723329,False,2020-07-03T20:25:50+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,57,63,0.9751,Place,Caracas,,,,,,71,78,20junh,,,,,,,238,261,https://t.co/gJ9KYYG8I0,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=facebook&utm_medium=social&utm_campaign=p_cf+share-flow-1&fbclid=IwAR0cTvObpWQowlSG64miNXIOt6XB16Diq7Dq2Io6MlaSAWlPVOPJygfQeqk,gofundme.com/f/help-my-aunt…,es,4,0,0,0,37716588,"Para la tía de un amigo, hospitalizada en una clínica de Caracas desde #20junh por una neumonía y relacionada a COVID-19. Todo suma, no hay monto pequeño. Si ven que se les hace difícil donar contactar directamente para otras opciones. 

https://t.co/gJ9KYYG8I0",everyone,Twitter Web App,1279149370378723329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279147195971915777,False,2020-07-03T20:17:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0,23,https://t.co/8fyo8XiCWw,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,und,0,0,0,0,88083777,https://t.co/8fyo8XiCWw,everyone,Twitter for Android,1279147195971915777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279146980581740544,False,2020-07-03T20:16:20+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,13,18,0.4508,Person,Marina,39,97,0.495,Other,Escuela de Bioanálisis de la Facultad de Medicina de la UCV,,,,,,,,,,249,272,https://t.co/2dYJ6fEAhq,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,4320,14,1138,30,43968870,"La profesora Marina, exdirectora de la Escuela de Bioanálisis de la Facultad de Medicina de la UCV, está luchando contra el COVID-19 y su familia recauda fondos para cubrir los gastos médicos. Pueden compartir esta campaña para que alcance su meta: https://t.co/2dYJ6fEAhq",everyone,Twitter for Android,1279146980581740544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279146755108622336,False,2020-07-03T20:15:26+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,31,45,0.8922,Person,Marina Troconiz,,,,,,,,,,,,,,,135,158,https://t.co/Ja5ZoLr6vL,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,1,0,0,1,80687492,"Ayudemos con esta campaña para Marina Troconiz, hospitalizada desde el 20 de junio por una neumonía relacionada a COVID-19. Todo suma

https://t.co/Ja5ZoLr6vL",everyone,Twitter for iPhone,1279146755108622336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279144526322503681,False,2020-07-03T20:06:35+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,20,29,0.1913,Person,Sra Marina,53,59,0.9975,Place,Caracas,0,16,ServicioPublico,,,,,,,255,278,https://t.co/suRVDoCcjn,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,368,3,70,3,27507139,"#ServicioPublico La Sra Marina está hospitalizada en Caracas por neumonía asociada al COVID-19. Los gastos en la Venezuela actual escapan de las manos de sus familiares y por eso piden ayuda. Todo suma, igual compartir la campaña y oraciones por su salud https://t.co/suRVDoCcjn",everyone,Twitter for Android,1279144526322503681,,,,,,,,,,,,,,,,,113,121,0.9724,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279143991745941504,False,2020-07-03T20:04:27+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,0,16,ServicioPublico,17,26,Covid_19,,,,28,51,https://t.co/Atogy18BFL,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,5,0,0,0,116651411,"#ServicioPublico #Covid_19 
https://t.co/Atogy18BFL ayúdame a ayudar 👇🏻",everyone,Twitter for iPhone,1279143991745941504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279143797646143490,False,2020-07-03T20:03:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,30,53,https://t.co/rgYm4azvRq,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,es,0,0,0,0,45069160,"la tia madrina de un pana... 
https://t.co/rgYm4azvRq",everyone,Twitter Web App,1279143797646143490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279142790841196544,False,2020-07-03T19:59:41+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/17zzqkQJqF,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,0,0,0,0,65983239,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/17zzqkQJqF,everyone,Twitter for iPhone,1279142790841196544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
