id,possibly_sensitive,created_at,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,text,reply_settings,source,conversation_id,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,referenced_tweets/0/type,referenced_tweets/0/id,geo/place_id,entities/urls/0/status,entities/urls/0/unwound_url,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/1/entity/description,context_annotations/2/entity/description,context_annotations/0/entity/description,in_reply_to_user_id,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/9/domain/id,context_annotations/9/domain/name,context_annotations/9/domain/description,context_annotations/9/entity/id,context_annotations/9/entity/name,context_annotations/10/domain/id,context_annotations/10/domain/name,context_annotations/10/domain/description,context_annotations/10/entity/id,context_annotations/10/entity/name,context_annotations/9/entity/description,context_annotations/11/domain/id,context_annotations/11/domain/name,context_annotations/11/domain/description,context_annotations/11/entity/id,context_annotations/11/entity/name,context_annotations/11/entity/description,context_annotations/12/domain/id,context_annotations/12/domain/name,context_annotations/12/domain/description,context_annotations/12/entity/id,context_annotations/12/entity/name,context_annotations/13/domain/id,context_annotations/13/domain/name,context_annotations/13/domain/description,context_annotations/13/entity/id,context_annotations/13/entity/name,context_annotations/14/domain/id,context_annotations/14/domain/name,context_annotations/14/domain/description,context_annotations/14/entity/id,context_annotations/14/entity/name,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,attachments/media_keys/0,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/title,entities/urls/0/description
1279139048993566720,False,2020-07-03T19:44:49+00:00,10,Person,Named people in the world like Nelson Mandela,1155924022275633152,Nitu Pérez Osuna,104,112,0.9404,Place,Venezuela,,,,,,,,,,,,,,,114,137,https://t.co/pyREsfXwuT,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,es,220,1,41,0,78723428,Vamos a ayudar con lo que podamos!! Aunque sea a regar la voz. Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/pyREsfXwuT,everyone,Twitter for iPhone,1279139048993566720,,,,,,,,,,,,,,,200,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,,,,,,94,Journalist,A journalist like 'Anderson Cooper',1155924022275633152,Nitu Pérez Osuna,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279137279307644928,False,2020-07-03T19:37:47+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/aifRmdn5bQ,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,1,0,0,0,114323108,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/aifRmdn5bQ,everyone,Twitter for Android,1279137279307644928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279132949821169664,False,2020-07-03T19:20:35+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,33,37,0.2379,Organization,Covid,,,,,,,,,,,,,,,40,63,https://t.co/WQt4ufQf94,https://gf.me/u/ydt2yr,gf.me/u/ydt2yr,en,0,0,0,0,65983239,Please help my aunt recover from Covid! https://t.co/WQt4ufQf94,everyone,Twitter for iPhone,1279132949821169664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279132562326269955,False,2020-07-03T19:19:02+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,41,49,0.9892,Place,Venezuela,,,,,,,,,,,,,,,51,74,https://t.co/KgtgdML2NI,https://www.gofundme.com/f/help-my-aunt-is-in-the-icu-covid-19-venezuela?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/help-my-aunt…,en,3,0,1,0,144197934,Help! My aunt is in the ICU.  Covid19 in Venezuela https://t.co/KgtgdML2NI,everyone,Twitter for Android,1279132562326269955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278704444675424257,False,2020-07-02T14:57:51+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,52,60,0.9531,Place,Venezuela,,,,,,14,22,Pirates,,,,,,,121,144,https://t.co/3lw7CTA8FA,https://www.gofundme.com/f/covid19-medical-for-mlb-scout-jessie-nava-pirates?utm_source=customer&utm_medium=sms&utm_campaign=p_cp+share-sheet,gofundme.com/f/covid19-medi…,en,216,81,401,137,90959399,A 33-year-old #Pirates scout contracted COVID-19 in Venezuela and needs financial assistance. Here is his GoFundMe page: https://t.co/3lw7CTA8FA,everyone,Tweetbot for iΟS,1278704444675424257,,,,,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,906185437760241665,Ken Rosenthal,92,Sports Personality,A Sports Personality like 'Skip Bayless',906185437760241665,Ken Rosenthal,Ken Rosenthal,Ken Rosenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278497883663335426,False,2020-07-02T01:17:03+00:00,10,Person,Named people in the world like Nelson Mandela,917805324710535170,Jemele Hill ,82,90,0.9573,Place,Venezuela,,,,,,,,,,,,,,,250,273,https://t.co/dA0GCpvAKo,https://gf.me/u/ycm9k7,gf.me/u/ycm9k7,en,1,2,2,0,1277711243990708230,"@jemelehill I would like to share with you this help for my future son, I am from Venezuela and I am currently pregnant but the situation that surrounds me due to the Covid-19 has generated stones for me on the way, if you can share and thank you! 🙏 https://t.co/dA0GCpvAKo",everyone,Twitter for Android,1278495626477531137,,,,,,,,,0,11,jemelehill,replied_to,1278495626477531137,,,,,,,,,92,Sports Personality,A Sports Personality like 'Skip Bayless',917805324710535170,Jemele Hill ,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,Jemele Hill ,,Jemele Hill ,35586563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278497675965534213,False,2020-07-02T01:16:13+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,83,91,0.9573,Place,Venezuela,,,,,,,,,,,,,,,251,274,https://t.co/dA0GCpvAKo,https://gf.me/u/ycm9k7,gf.me/u/ycm9k7,en,0,0,0,0,1277711243990708230,"@IvankaTrump I would like to share with you this help for my future son, I am from Venezuela and I am currently pregnant but the situation that surrounds me due to the Covid-19 has generated stones for me on the way, if you can share and thank you! 🙏 https://t.co/dA0GCpvAKo",everyone,Twitter for Android,1278490399548616704,,,,,,,,,0,12,IvankaTrump,replied_to,1278490399548616704,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,866714661068066816,Ivanka Trump,,,,,,Ivanka Trump,,,52544275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278493040064245760,False,2020-07-02T00:57:48+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,87,95,0.9908,Place,Venezuela,,,,,,,,,,,,,,,269,292,https://t.co/wqf0EYHM9T,https://www.gofundme.com/f/una-ayuda-para-amir-mi-futuro-hijo?sharetype=teams&member=4850754&utm_medium=copy_link&utm_source=customer&utm_campaign=p_na+share-sheet&rcid=c3e492fcd7fb4ecd99a4920ad3bae10c,gofundme.com/f/una-ayuda-pa…,es,0,0,0,0,1277711243990708230,"@oracion_milagro Quisiera compartir con ustedes está ayuda para mi futuro hijo, soy de Venezuela y actualmente estoy viviendo este hermoso embarazo pero la situación que me rodea por el Covid-19 me ha generado piedras en el camino, si lo pueden compartir y gracias! 🙏 
https://t.co/wqf0EYHM9T",everyone,Twitter for Android,1278236901825105920,,,,,,,,,0,16,oracion_milagro,replied_to,1278236901825105920,,,,,,,,,,,,,,,,,,,,,,900042443281883136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278368310720167938,False,2020-07-01T16:42:10+00:00,3,TV Shows,Television shows from around the world,10001466882,MLB Baseball,21,23,0.7826,Organization,MLB,31,41,0.9825,Person,Jessie Nava,98,113,TodosConJessie,114,118,MLB,119,127,Pirates,139,162,https://t.co/EsNEDhUtkp,https://gf.me/u/ydaq45,gf.me/u/ydaq45,en,5,0,1,0,16649176,"COVID-19 Medical for MLB Scout Jessie Nava. Please help support our colleague, scout, and friend. #TodosConJessie #MLB #Pirates #Venezuela https://t.co/EsNEDhUtkp",everyone,Twitter Web App,1278368310720167938,,,,,,128,138,Venezuela,,,,,,,,,,,,,,3,TV Shows,Television shows from around the world,10029304618,MLB Baseball,6,Sports Event,,1223396532063330305,Rockies at Pirates,,,All the latest action from Major League Baseball.,,11,Sport,"Types of sports, like soccer and basketball",769193663230468096,Baseball,12,Sports Team,"A sports team organization, like Arsenal and the Boston Celtics",769193523924971521,Pittsburgh Pirates,26,Sports League,,769193602169704448,MLB,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,45,Brand Vertical,Top level entities that describe a Brands industry,781974597310615553,Entertainment,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974597491040257,Sports,47,Brand,Brands and Companies,10042758260,MLB,26,Sports League,,769193602169704448,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277983146881871872,True,2020-06-30T15:11:40+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,31,39,0.9946,Place,Venezuela,133,146,0.4421,Person,GISELA CARIDAD,,,,,,,,,,200,223,https://t.co/L9z2o3aPua,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio,gofundme.com/f/476ue4-ayude…,es,16,0,3,0,64421909,Amigos y generosos tuiteros de Venezuela y el mundo. Un RT HUMANITARIO nada nos cuesta. ¡DIOS LES PAGUE!  Campaña para JOALI LUGO de GISELA CARIDAD : Ayuda al Dr. Juan Osorio a luchar contra COVID-19 https://t.co/L9z2o3aPua,everyone,Twitter for iPad,1277983146881871872,,,,,,,,,,,,,,,,,159,173,0.7929,Person,Dr. Juan Osorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277720388122955778,False,2020-06-29T21:47:34+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,28,46,0.4353,Place,maracaibo venezuela,87,111,0.8075,Person,Cardiologo Dr.Juan Osorio,,,,,,,,,,177,200,https://t.co/FSJzvUouIX,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/476ue4-ayude…,es,0,0,0,0,367197992,@Gibelli_Viviana Hoy soy de maracaibo venezuela te voy a enviar un link para ayudar al Cardiologo Dr.Juan Osorio que esta luchando contra el covid-19 es de mi familia gracias   https://t.co/FSJzvUouIX,everyone,Twitter for Android,1277720388122955778,,,,,,,,,0,16,Gibelli_Viviana,,,,,,,,,,,,,,,,,,,,,,,,82675803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277720332007284744,False,2020-06-29T21:47:20+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,25,43,0.4353,Place,maracaibo venezuela,84,108,0.8075,Person,Cardiologo Dr.Juan Osorio,,,,,,,,,,174,197,https://t.co/FSJzvUouIX,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/476ue4-ayude…,es,0,0,0,0,367197992,@delgadomaite Hoy soy de maracaibo venezuela te voy a enviar un link para ayudar al Cardiologo Dr.Juan Osorio que esta luchando contra el covid-19 es de mi familia gracias   https://t.co/FSJzvUouIX,everyone,Twitter for Android,1277720332007284744,,,,,,,,,0,13,delgadomaite,,,,,,,,,,,,,,,,,,,,,,,,104320800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277720276827062275,False,2020-06-29T21:47:07+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,22,40,0.4353,Place,maracaibo venezuela,81,105,0.8075,Person,Cardiologo Dr.Juan Osorio,,,,,,,,,,171,194,https://t.co/FSJzvUouIX,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/476ue4-ayude…,es,0,0,0,0,367197992,@elcitizen Hoy soy de maracaibo venezuela te voy a enviar un link para ayudar al Cardiologo Dr.Juan Osorio que esta luchando contra el covid-19 es de mi familia gracias   https://t.co/FSJzvUouIX,everyone,Twitter for Android,1277720276827062275,,,,,,,,,0,10,elcitizen,,,,,,,,,,,,,,,,,,,,,,,,84725346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277719470568550400,False,2020-06-29T21:43:55+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,28,46,0.4353,Place,maracaibo venezuela,87,111,0.8075,Person,Cardiologo Dr.Juan Osorio,,,,,,,,,,177,200,https://t.co/FSJzvUouIX,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/476ue4-ayude…,es,0,0,0,0,367197992,@VirguezFranklin Hoy soy de maracaibo venezuela te voy a enviar un link para ayudar al Cardiologo Dr.Juan Osorio que esta luchando contra el covid-19 es de mi familia gracias   https://t.co/FSJzvUouIX,everyone,Twitter for Android,1277719470568550400,,,,,,,,,0,16,VirguezFranklin,,,,,,,,,,,,,,,,,,,,,,,,539280264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277718703581298693,False,2020-06-29T21:40:52+00:00,10,Person,Named people in the world like Nelson Mandela,1138091602587504642,Carla Angola,18,22,0.608,Person,carla,31,49,0.4657,Place,maracaibo venezuela,,,,,,,,,,176,199,https://t.co/FSJzvUouIX,https://www.gofundme.com/f/476ue4-ayudemos-al-dr-juan-osorio?utm_source=whatsapp-visit&utm_medium=chat&utm_campaign=p_cp+share-sheet,gofundme.com/f/476ue4-ayude…,es,0,0,0,0,367197992,"@carlaangola hola carla soy de maracaibo venezuela, te voy a enviar un link para ayudar al Cardiologo Dr.Juan osorio está luchando con el covid-19 por favor ayúdame a difundir https://t.co/FSJzvUouIX",everyone,Twitter for Android,1277718703581298693,,,,,,,,,0,12,carlaangola,,,,,,91,115,0.7594,Person,Cardiologo Dr.Juan osorio,94,Journalist,A journalist like 'Anderson Cooper',1138091602587504642,Carla Angola,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,72627916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276005314945572864,False,2020-06-25T04:12:28+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,24,40,DistritoCapital,41,51,Venezuela,52,62,COVID__19,0,23,https://t.co/J3jzXqKRf2,https://www.gofundme.com/f/ayudanos-a-curar-a-maria-elena-help-us-cure-mary?utm_source=customer&utm_medium=copy_link&utm_campaign=p_cf+share-flow-1,gofundme.com/f/ayudanos-a-c…,und,2,0,0,0,940101139,"https://t.co/J3jzXqKRf2
#DistritoCapital #Venezuela #COVID__19 @picosuarez",everyone,Twitter for Android,1276005314945572864,,,,,,,,,63,74,picosuarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265863021655621633,False,2020-05-28T04:30:37+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,19,34,0.9992,Person,Carlos Hernández,,,,,,36,45,Covid_19,46,57,cuarentena,58,68,venezuela,69,92,https://t.co/PW6mqAFr6f,https://www.gofundme.com/f/ayudemos-a-mi-cunado-carlos-hernandez?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/ayudemos-a-m…,es,0,0,0,0,253611895,ayudemos A mi tío. Carlos Hernández #Covid_19 #cuarentena #venezuela https://t.co/PW6mqAFr6f,everyone,Twitter for iPhone,1265863021655621633,,,,,,,,,,,,,,015e5397777769a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263523191651254272,False,2020-05-21T17:32:58+00:00,10,Person,Named people in the world like Nelson Mandela,733774146434269186,Cristiano Ronaldo,,,,,,,,,,,25,34,21maggio,35,45,Venezuela,46,55,Covid_19,0,23,https://t.co/j7VeiQxKF7,https://www.gofundme.com/f/cirugia-por-la-vida-de-kevin-paul?utm_source=facebook&utm_medium=social&utm_campaign=p_cf+share-flow-1,gofundme.com/f/cirugia-por-…,es,0,0,0,0,224340834,"https://t.co/j7VeiQxKF7

#21maggio #Venezuela #Covid_19 @fundacionmessi @Arango_18 @jamesdrodriguez @Cristiano @PauDybala_JR  @RLOZINSKI #21May @lukamodric10 @andresiniesta8 @FVF_Oficial @LuisChataing 
Cualquier aporte suma... De antemano Gracias y que #Dios les MULTIPLIQUE.",everyone,Twitter Web App,1263523191651254272,,,,,,137,143,21May,56,71,fundacionmessi,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,733774652439302144,Luka Modric,12,Sports Team,"A sports team organization, like Arsenal and the Boston Celtics",731226216980586496,Venezuela,,,,,60,Athlete,"An athlete in the world, like Serena Williams or Lionel Messi",733774146434269186,Cristiano Ronaldo,60,Athlete,"An athlete in the world, like Serena Williams or Lionel Messi",733774652439302144,Luka Modric,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,10,Person,Named people in the world like Nelson Mandela,733774528728289280,James Rodriguez,10,Person,Named people in the world like Nelson Mandela,733774625088278529,Paulo Dybala,10,Person,Named people in the world like Nelson Mandela,733774747771637760,Andres Iniesta,10,Person,Named people in the world like Nelson Mandela,819236390235881473,Luis Chataing,11,Sport,"Types of sports, like soccer and basketball",733756536430809088,Soccer,Luis Chataing,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",819236390235881473,Luis Chataing,Luis Chataing,60,Athlete,"An athlete in the world, like Serena Williams or Lionel Messi",733774528728289280,James Rodriguez,60,Athlete,"An athlete in the world, like Serena Williams or Lionel Messi",733774625088278529,Paulo Dybala,60,Athlete,"An athlete in the world, like Serena Williams or Lionel Messi",733774747771637760,Andres Iniesta,253,258,Dios,72,82,Arango_18,83,99,jamesdrodriguez,100,110,Cristiano,111,124,PauDybala_JR,126,136,RLOZINSKI,144,157,lukamodric10,158,173,andresiniesta8,174,186,FVF_Oficial,187,200,LuisChataing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262519118953172992,False,2020-05-18T23:03:09+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,129,139,venezuela,140,147,españa,148,162,quedateencasa,206,229,https://t.co/gPa74l3qrq,https://www.instagram.com/p/CAWNE0aqKBD/?igshid=1wq2fpilzpnw7,instagram.com/p/CAWNE0aqKBD/…,es,0,0,0,0,97514191,"🙏🏻Necesitamos de su ayuda para recaudar los fondos🙏🏻❤️!!
Si no puedes donar Ayúdame compartiéndolo🙌🏻🙏🏻
.
.
.
.
.
.
.
.
.
.
.
.
.
#venezuela #españa #quedateencasa #covid_19 #heart #sos #love #❤️ #gofundme… https://t.co/gPa74l3qrq",everyone,Instagram,1262519118953172992,,,,,,163,172,covid_19,,,,,,008af77d1b1cf7a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,179,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,184,sos,185,190,love,195,204,gofundme,Point,-65.0,8.0,,,,,,,,,,,,,,,,,,
1262518321678888976,False,2020-05-18T22:59:59+00:00,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,129,139,venezuela,140,147,españa,148,162,quedateencasa,206,229,https://t.co/kjwV6zfYa7,https://www.instagram.com/p/CAWMt3eKnh4/?igshid=10tbpnq1y5dyh,instagram.com/p/CAWMt3eKnh4/…,es,0,0,0,0,97514191,"🙏🏻Necesitamos de su ayuda para recaudar los fondos🙏🏻❤️!!
Si no puedes donar Ayúdame compartiéndolo🙌🏻🙏🏻
.
.
.
.
.
.
.
.
.
.
.
.
.
#venezuela #españa #quedateencasa #covid_19 #heart #sos #love #❤️ #gofundme… https://t.co/kjwV6zfYa7",everyone,Instagram,1262518321678888976,,,,,,163,172,covid_19,,,,,,008af77d1b1cf7a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,179,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,184,sos,185,190,love,195,204,gofundme,Point,-65.0,8.0,,,,,,,,,,,,,,,,,,
