possibly_sensitive,id,reply_settings,source,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,created_at,lang,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,author_id,text,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,context_annotations/0/entity/description,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,geo/place_id,attachments/media_keys/1,attachments/media_keys/2,attachments/media_keys/3,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,entities/hashtags/12/start,entities/hashtags/12/end,entities/hashtags/12/tag,entities/hashtags/13/start,entities/hashtags/13/end,entities/hashtags/13/tag,entities/hashtags/14/start,entities/hashtags/14/end,entities/hashtags/14/tag,entities/hashtags/15/start,entities/hashtags/15/end,entities/hashtags/15/tag,entities/hashtags/16/start,entities/hashtags/16/end,entities/hashtags/16/tag,entities/hashtags/17/start,entities/hashtags/17/end,entities/hashtags/17/tag,entities/hashtags/18/start,entities/hashtags/18/end,entities/hashtags/18/tag,entities/hashtags/19/start,entities/hashtags/19/end,entities/hashtags/19/tag,entities/hashtags/20/start,entities/hashtags/20/end,entities/hashtags/20/tag,entities/hashtags/21/start,entities/hashtags/21/end,entities/hashtags/21/tag,entities/hashtags/22/start,entities/hashtags/22/end,entities/hashtags/22/tag,entities/hashtags/23/start,entities/hashtags/23/end,entities/hashtags/23/tag,entities/hashtags/24/start,entities/hashtags/24/end,entities/hashtags/24/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/7/entity/description,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/8/entity/description
False,1359523389728251916,everyone,Twitter for iPhone,,,,,,238,261,https://t.co/pV7JFZHsCr,http://gofundme.com/f/ayuda-para-e,gofundme.com/f/ayuda-para-e,272,295,https://t.co/FLoBz47tSu,https://twitter.com/elyelyrodriguez/status/1359523389728251916/photo/1,pic.twitter.com/FLoBz47tSu,2021-02-10T15:23:29+00:00,es,0,0,0,0,1359523389728251916,134989656,#MiercolesMitadDeSemana Actualización #gofoundme conseguimos un presupuesto más económico 👏🏼😊 pero todavía necesito su ayuda para vencer al #Cancer #Gracias si no puedes apoyarme económicamente da RT y difunde en #RRSS 🙏🏼 #CCS #Venezuela https://t.co/pV7JFZHsCr… @FPCPERU https://t.co/FLoBz47tSu,0,23,MiercolesMitadDeSemana,38,48,gofoundme,140,147,Cancer,31359523376247812099,,,,,,148,156,Gracias,213,218,RRSS,263,271,FPCPERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,226,CCS,227,237,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1359523095661457410,everyone,Twitter for iPhone,,,,,,238,261,https://t.co/bh97CwNmIM,https://www.gofundme.com/f/ayuda-para-elisa-rodriguez?utm_source=customer&utm_medium=copy_link_all&utm_campaign=p_cp+share-sheet,gofundme.com/f/ayuda-para-e…,274,297,https://t.co/d4Xxdrqa2Y,https://twitter.com/elyelyrodriguez/status/1359523095661457410/photo/1,pic.twitter.com/d4Xxdrqa2Y,2021-02-10T15:22:19+00:00,es,1,0,1,0,1359523095661457410,134989656,#MiercolesMitadDeSemana Actualización #gofoundme conseguimos un presupuesto más económico 👏🏼😊 pero todavía necesito su ayuda para vencer al #Cancer #Gracias si no puedes apoyarme económicamente da RT y difunde en #RRSS 🙏🏼 #CCS #Venezuela https://t.co/bh97CwNmIM @kiara_true https://t.co/d4Xxdrqa2Y,0,23,MiercolesMitadDeSemana,38,48,gofoundme,140,147,Cancer,31359523081669246976,,,,,,148,156,Gracias,213,218,RRSS,262,273,kiara_true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,226,CCS,227,237,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1359155738699042819,everyone,Twitter for iPhone,,,,,,223,246,https://t.co/bh97CwNmIM,https://www.gofundme.com/f/ayuda-para-elisa-rodriguez?utm_source=customer&utm_medium=copy_link_all&utm_campaign=p_cp+share-sheet,gofundme.com/f/ayuda-para-e…,277,300,https://t.co/a2vFAFkrQS,https://twitter.com/elyelyrodriguez/status/1359155738699042819/photo/1,pic.twitter.com/a2vFAFkrQS,2021-02-09T15:02:34+00:00,es,3,0,1,0,1359155738699042819,134989656,#Martes actualización #gofoundme conseguimos un presupuesto más económico 👏🏼😊 pero todavía necesito su ayuda para vencer al  #Cancer #Gracias si no puedes apoyarme económicamente da RT y difunde en #RRSS 🙏🏼 #CCS #Venezuela https://t.co/bh97CwNmIM @NotiHatillano @traffiCARACAS https://t.co/a2vFAFkrQS,0,7,Martes,22,32,gofoundme,125,132,Cancer,31359155726057426953,,,,,,133,141,Gracias,198,203,RRSS,247,261,NotiHatillano,262,276,traffiCARACAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,211,CCS,212,222,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1358614140894523392,everyone,Twitter Web App,0,6,0.9603,Place,Ecuador,217,240,https://t.co/2TvCzCMEr6,https://twitter.com/jos_jfhg/status/1358611837743415303,twitter.com/jos_jfhg/statu…,,,,,,2021-02-08T03:10:27+00:00,es,0,0,0,0,1358614140894523392,1141038467494883329,"Ecuador esto es Venezuela donde se publica gofoundme para solicitar ayuda cuando el agua no existe y hasta medicinas falta; soy medico por eso conozco lo que sucede, hasta cuando hay que esperar para que se informen. https://t.co/2TvCzCMEr6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1358611837743415303,,16,24,0.9828,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1355707798269665282,everyone,Twitter for iPhone,,,,,,47,70,https://t.co/QSRj0Q7uQK,https://twitter.com/Rossyteles/status/1355643189873545219,twitter.com/Rossyteles/sta…,,,,,,2021-01-31T02:41:41+00:00,und,1,1,1,0,1355707798269665282,168678025,#Urgente #Ayuda #Retwett #GoFoundme #Venezuela https://t.co/QSRj0Q7uQK,0,8,Urgente,9,15,Ayuda,16,24,Retwett,,,,,,,25,35,GoFoundme,36,46,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1355643189873545219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1355508042142539778,everyone,Twitter for Android,,,,,,278,301,https://t.co/NIngG0V7sO,https://twitter.com/POTUSofficialUS/status/1355508042142539778/photo/1,pic.twitter.com/NIngG0V7sO,,,,,,2021-01-30T13:27:56+00:00,und,0,0,0,0,1355508042142539778,1349192599815520256,#nicolasmaduro #yefersonsoteldo #alcaldesa #gofoundme #ayuda #ayudame #luchacontraelcancer #salud #maracay #venezuela #guyana #caracas #covid19 #elcoqui #tarekwilliamsaab #cota905 #dolar #reconversion #inflacion #BITCOIN #wallstreetsbets #HOSPITAL #SALUD #MEDICINA #CORONAVIRUS https://t.co/NIngG0V7sO,0,14,nicolasmaduro,15,31,yefersonsoteldo,32,42,alcaldesa,31355508035792359426,45,Brand Vertical,Top level entities that describe a Brands industry,781974596148793345,Business & finance,43,53,gofoundme,54,60,ayuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596794716162,Financial services,47,Brand,Brands and Companies,1007360414114435072,Bitcoin cryptocurrency,Bitcoin Cryptocurrency,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",847529762566230016,Business and finance,,,,,,,,,,,61,69,ayudame,70,90,luchacontraelcancer,91,97,salud,98,106,maracay,107,117,venezuela,118,125,guyana,,,,,126,134,caracas,135,143,covid19,144,152,elcoqui,153,170,tarekwilliamsaab,171,179,cota905,180,186,dolar,187,200,reconversion,201,211,inflacion,212,220,BITCOIN,221,237,wallstreetsbets,238,247,HOSPITAL,248,254,SALUD,255,264,MEDICINA,265,277,CORONAVIRUS,,,,,,,,,,,,,,,,,,,,,Business,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",847888632711061504,Personal finance,Personal finance,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",913142676819648512,Cryptocurrencies,Cryptocurrency,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro
False,1355213751746703360,everyone,Twitter Web App,187,199,0.5786,Person,Krisbel Acuña,79,102,https://t.co/48bMlmYJY4,http://www.laverdad.com/zulia/177228,laverdad.com/zulia/177228,231,254,https://t.co/SFCBPeEfOk,http://gf.me/u/zg9qxj,gf.me/u/zg9qxj,2021-01-29T17:58:31+00:00,es,0,0,0,0,1355213751746703360,78128827,"#29Ene #Zulia | Hombre con síndrome degenerativo requiere insumos con urgencia https://t.co/48bMlmYJY4
#Maracaibo #Venezuela 
Para donaciones: 
BOD: 0116 0228 28 0025 30 6600 a nombre de Krisbel Acuña, cédula 23.445.311
Gofoundme: https://t.co/SFCBPeEfOk https://t.co/HdpMsql3gI",0,6,29Ene,7,13,Zulia,103,113,Maracaibo,31355213466567663616,,,,,,114,124,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,278,https://t.co/HdpMsql3gI,https://twitter.com/JUAN6MARTINEZ/status/1355213751746703360/photo/1,pic.twitter.com/HdpMsql3gI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1355212820145729543,everyone,Twitter for iPhone,91,99,0.7105,Place,Venezuela,210,233,https://t.co/tdS397Stt2,https://www.gofundme.com/f/un-corazn-para-los-pernalete?utm_campaign=m_pd+share-sheet&utm_medium=copy_link_all&utm_source=customer,gofundme.com/f/un-corazn-pa…,,,,,,2021-01-29T17:54:49+00:00,es,1,0,3,1,1355212820145729543,846826727796039680,"La campaña de solidaridad #UnCorazónParaLosPernalete se acerca a su meta, y desde Defiende Venezuela agradecemos su apoyo a esta noble causa y los invitamos a seguir sumándose difundiendo o donando. GoFoundMe: https://t.co/tdS397Stt2",26,52,UnCorazónParaLosPernalete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1354211625407012869,everyone,Twitter for Android,236,244,0.9372,Place,VENEZUELA,280,303,https://t.co/0p1E8zY0Dp,https://twitter.com/FUNDAERA/status/1354211625407012869/photo/1,pic.twitter.com/0p1E8zY0Dp,,,,,,2021-01-26T23:36:26+00:00,es,4,0,1,1,1354211625407012869,323595193,"#Ayuda #Social #bolivares #dolares #salud #cancer #luchacontraelcancer #Maracay #venezuela #cine #cinesunidos #gofoundme #gofundme #colombia #ecuador #chile #peru #patria #ElEsequiboEsDeVenezula #1dolarporbeatriz
 👉 #PAGOMOVIL : BANCO VENEZUELA (0102) 0414-463.75.41
V-17.367.257 https://t.co/0p1E8zY0Dp",0,6,Ayuda,7,14,Social,15,25,bolivares,31354211150808969219,,,,,,26,34,dolares,35,41,salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,49,cancer,50,70,luchacontraelcancer,71,79,Maracay,80,90,venezuela,91,96,cine,97,109,cinesunidos,,,,,110,120,gofoundme,121,130,gofundme,131,140,colombia,141,149,ecuador,150,156,chile,157,162,peru,163,170,patria,171,194,ElEsequiboEsDeVenezula,195,212,1dolarporbeatriz,216,226,PAGOMOVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1354090670626115586,everyone,Twitter for Android,,,,,,196,219,https://t.co/4v6B4GVEjO,https://www.gofundme.com/f/aydanos-a-salvar-a-nuestro-amigo-y-maestro?utm_source=fb_copy_link&utm_medium=social&utm_campaign=p_cp+share-sheet,gofundme.com/f/aydanos-a-sa…,220,243,https://t.co/6kC2bdKfIc,https://twitter.com/mintorres/status/1354090670626115586/photo/1,pic.twitter.com/6kC2bdKfIc,2021-01-26T15:35:48+00:00,es,0,0,0,0,1354090670626115586,147000712,"Ayudemos a éste valiosos ser humano que nos necesita. #sensei #bujinkan #budo #taijutsu #ninjutsu #artesmarciales #gofundmecampaign #gofoundme #apoyoeconomico #japan #cancer #caracas #Venezuela 

https://t.co/4v6B4GVEjO https://t.co/6kC2bdKfIc",54,61,sensei,62,71,bujinkan,72,77,budo,31354090668008890373,,,,,,78,87,taijutsu,88,97,ninjutsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,113,artesmarciales,114,131,gofundmecampaign,132,142,gofoundme,143,158,apoyoeconomico,159,165,japan,166,173,cancer,,,,,174,182,caracas,183,193,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1352928490153246721,everyone,Twitter for Android,94,100,0.9748,Person,Gabriel,148,171,https://t.co/H01Qik1LNH,https://gofund.me/b4a142ad,gofund.me/b4a142ad,201,224,https://t.co/U73OKJmvju,https://twitter.com/Gabriel85575630/status/1352928490153246721/video/1,pic.twitter.com/U73OKJmvju,2021-01-23T10:37:42+00:00,es,12,0,13,1,1352928490153246721,1341366122730426368,"Gracias a todas las personas que nos han ayudado a luchar contra esta terrible enfermedad.... Gabriel tú eres un ángel de Dios. 
Campaña #gofoundme
https://t.co/H01Qik1LNH
#ayudemosagabriel
#venezuela https://t.co/U73OKJmvju",137,147,gofoundme,172,189,ayudemosagabriel,190,200,venezuela,71352928198540095488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,125,0.9225,Other,Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1351669092667842565,everyone,Twitter for Android,221,229,0.9966,Place,Venezuela,236,259,https://t.co/HIaQgZLZU6,https://twitter.com/lcavalieri27/status/1351669092667842565/photo/1,pic.twitter.com/HIaQgZLZU6,,,,,,2021-01-19T23:13:19+00:00,es,3,0,0,0,1351568326439428100,927198312029147138,"@SergioNovelli Buenas noches! Me podrás ayudar en una campaña para fondos a través de la plataforma gofoundme, es para mi hermano su estado es delicado. RT a su campaña. Dios te bendiga, agradecida de corazón. Estamos en Venezuela. 🙏❤️ https://t.co/HIaQgZLZU6",,,,,,,,,,31351669089706651655,10,Person,Named people in the world like Nelson Mandela,1139122344440426497,Sergio Novelli,,,,,,,0,14,SergioNovelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54713891,replied_to,1351568326439428100,,,,,,,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",1139122344440426497,Sergio Novelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1346171880785530882,everyone,Twitter for Android,,,,,,84,107,https://t.co/H01Qik1LNH,https://gofund.me/b4a142ad,gofund.me/b4a142ad,233,256,https://t.co/W6eFgsNH7Q,https://twitter.com/Gabriel85575630/status/1346171880785530882/photo/1,pic.twitter.com/W6eFgsNH7Q,2021-01-04T19:09:21+00:00,es,97,2,19,2,1346171880785530882,1341366122730426368,"Solidaridad venezolana ayudemos a un niño con cáncer en #Venezuela 

Gofoundme link https://t.co/H01Qik1LNH

Instagram @gabrieljesussos

#ayudemosagabriel
#venezolanos #venezolanosenelmundo #venezolanosenmiami 
#venezolanosenflorida https://t.co/W6eFgsNH7Q",56,66,Venezuela,137,154,ayudemosagabriel,155,167,venezolanos,31346171873269321728,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,168,189,venezolanosenelmundo,190,209,venezolanosenmiami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Brand,Brands and Companies,10041893684,Instagram,,,,,,,,,,,,,,,,,,,,,,211,232,venezolanosenflorida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1345495242141790209,everyone,Twitter for Android,,,,,,37,60,https://t.co/H01Qik1LNH,https://gofund.me/b4a142ad,gofund.me/b4a142ad,130,153,https://t.co/Ui89SWw9Im,https://twitter.com/Gabriel85575630/status/1345495242141790209/video/1,pic.twitter.com/Ui89SWw9Im,2021-01-02T22:20:38+00:00,cy,16,1,9,0,1345495242141790209,1341366122730426368,"#ayudemosagabriel 
Campaña gofoundme https://t.co/H01Qik1LNH
#ayuda #solidaridad #humanidad #venezuela #viral #compartir #sigueme https://t.co/Ui89SWw9Im",0,17,ayudemosagabriel,61,67,ayuda,68,80,solidaridad,71345492840797843458,,,,,,81,91,humanidad,92,102,venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,109,viral,110,120,compartir,121,129,sigueme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
