public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,created_at,lang,reply_settings,id,possibly_sensitive,conversation_id,author_id,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,source,text,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/urls/0/status,entities/urls/0/unwound_url,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,referenced_tweets/0/type,referenced_tweets/0/id,in_reply_to_user_id,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/0,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/0/entity/description,context_annotations/4/entity/description,context_annotations/5/entity/description,context_annotations/3/entity/description,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/7/domain/id,context_annotations/7/domain/name,context_annotations/7/domain/description,context_annotations/7/entity/id,context_annotations/7/entity/name,context_annotations/8/domain/id,context_annotations/8/domain/name,context_annotations/8/domain/description,context_annotations/8/entity/id,context_annotations/8/entity/name,context_annotations/9/domain/id,context_annotations/9/domain/name,context_annotations/9/domain/description,context_annotations/9/entity/id,context_annotations/9/entity/name,context_annotations/10/domain/id,context_annotations/10/domain/name,context_annotations/10/domain/description,context_annotations/10/entity/id,context_annotations/10/entity/name,context_annotations/11/domain/id,context_annotations/11/domain/name,context_annotations/11/domain/description,context_annotations/11/entity/id,context_annotations/11/entity/name,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,entities/hashtags/12/start,entities/hashtags/12/end,entities/hashtags/12/tag,entities/hashtags/13/start,entities/hashtags/13/end,entities/hashtags/13/tag,entities/hashtags/14/start,entities/hashtags/14/end,entities/hashtags/14/tag,entities/hashtags/15/start,entities/hashtags/15/end,entities/hashtags/15/tag,entities/hashtags/16/start,entities/hashtags/16/end,entities/hashtags/16/tag,entities/hashtags/17/start,entities/hashtags/17/end,entities/hashtags/17/tag,entities/hashtags/18/start,entities/hashtags/18/end,entities/hashtags/18/tag,entities/hashtags/19/start,entities/hashtags/19/end,entities/hashtags/19/tag,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,geo/place_id,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text
0,0,0,0,2020-08-28T12:23:13+00:00,en,everyone,1299321638111121413,False,1299321638111121413,434479769,36,46,0.996,Person,José Rojas,68,84,0.976,Place,Caracas Venezuela,,,,,,,,,,,230,253,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@PreetBharara A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",10,Person,Named people in the world like Nelson Mandela,1146167309343420416,Preet Bharara,,,,,,0,13,PreetBharara,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,834081571493785600,,,,,,,,,,,,,,,,,,,254,277,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,,,,,,,,,,,Preet Bharara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:22:59+00:00,en,everyone,1299321580632379395,False,1299321580632379395,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@jfreewright A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,jfreewright,10,Person,Named people in the world like Nelson Mandela,901098534912512000,Jeffrey Wright,Jeffrey Wright,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,809887021,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",901098534912512000,Jeffrey Wright,,,,,,,Jeffrey Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:22:39+00:00,en,everyone,1299321496872062976,False,1299321496872062976,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@MarkRuffalo A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,MarkRuffalo,10,Person,Named people in the world like Nelson Mandela,810912072552759296,Mark Ruffalo,Mark Ruffalo,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,47285504,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",810912072552759296,Mark Ruffalo,,,,,,,Mark Ruffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:22:23+00:00,en,everyone,1299321427456413702,False,1299321427456413702,434479769,34,44,0.996,Person,José Rojas,66,82,0.976,Place,Caracas Venezuela,,,,,,,,,,,228,251,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@ChrisEvans A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,11,ChrisEvans,10,Person,Named people in the world like Nelson Mandela,809133165440679936,Chris Evans,Chris Evans,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,580097412,,,,,,,,,,,,,,,,,,,252,275,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",809133165440679936,Chris Evans,,,,,,,Chris Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:22:08+00:00,en,everyone,1299321365204434945,False,1299321365204434945,434479769,39,49,0.996,Person,José Rojas,71,87,0.976,Place,Caracas Venezuela,,,,,,,,,,,233,256,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@RealHughJackman A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,16,RealHughJackman,10,Person,Named people in the world like Nelson Mandela,809112469134143488,Hugh Jackman,Hugh Jackman,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,27042513,,,,,,,,,,,,,,,,,,,257,280,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",809112469134143488,Hugh Jackman,,,,,,,Hugh Jackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:21:57+00:00,en,everyone,1299321319637557249,False,1299321319637557249,434479769,33,43,0.996,Person,José Rojas,65,81,0.976,Place,Caracas Venezuela,,,,,,,,,,,227,250,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@JimCarrey A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,10,JimCarrey,10,Person,Named people in the world like Nelson Mandela,806967746948775936,Jim Carrey,Jim Carrey,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,52551600,,,,,,,,,,,,,,,,,,,251,274,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",806967746948775936,Jim Carrey,,,,,,,Jim Carrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:21:45+00:00,en,everyone,1299321267397550081,False,1299321267397550081,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@ConanOBrien A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,ConanOBrien,10,Person,Named people in the world like Nelson Mandela,806588119839481856,Conan O'Brien,Conan O'Brien,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,115485051,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",806588119839481856,Conan O'Brien,,,,,,,Conan O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:21:31+00:00,en,everyone,1299321210858283011,False,1299321210858283011,434479769,37,47,0.996,Person,José Rojas,69,85,0.976,Place,Caracas Venezuela,,,,,,,,,,,231,254,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@StephenAtHome A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,14,StephenAtHome,10,Person,Named people in the world like Nelson Mandela,808760767717593094,Stephen Colbert,Stephen Colbert,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,16303106,,,,,,,,,,,,,,,,,,,255,278,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",808760767717593094,Stephen Colbert,,,,,,,Stephen Colbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:21:18+00:00,en,everyone,1299321154126176258,False,1299321154126176258,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@jimmykimmel A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,jimmykimmel,10,Person,Named people in the world like Nelson Mandela,808678796299620352,Jimmy Kimmel,Jimmy Kimmel,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,26053643,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",808678796299620352,Jimmy Kimmel,,,,,,,Jimmy Kimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:21:06+00:00,en,everyone,1299321105300238337,False,1299321105300238337,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@LeoDiCaprio A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,LeoDiCaprio,10,Person,Named people in the world like Nelson Mandela,806574997489655808,Leonardo DiCaprio,Leonardo DiCaprio,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,133880286,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",806574997489655808,Leonardo DiCaprio,,,,,,,Leonardo DiCaprio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:20:53+00:00,en,everyone,1299321050967298048,False,1299321050967298048,434479769,33,43,0.996,Person,José Rojas,65,81,0.976,Place,Caracas Venezuela,,,,,,,,,,,227,250,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@JonahHill A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,10,JonahHill,10,Person,Named people in the world like Nelson Mandela,809438585224982528,Jonah Hill,Jonah Hill,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,256573865,,,,,,,,,,,,,,,,,,,251,274,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,56,Actor,"An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio",809438585224982528,Jonah Hill,,,,,,,Jonah Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:20:38+00:00,en,everyone,1299320988501508096,False,1299320988501508096,434479769,35,45,0.996,Person,José Rojas,67,83,0.976,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@jimmyfallon A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,jimmyfallon,10,Person,Named people in the world like Nelson Mandela,806573039584354304,Jimmy Fallon,Jimmy Fallon,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,,,15485441,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,47,Brand,Brands and Companies,10041046258,PayPal,58,Entertainment Personality,"An entertainment personality in the world, like Anderson Cooper or Miranda Sings",806573039584354304,Jimmy Fallon,,,,,,,Jimmy Fallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T12:19:26+00:00,en,everyone,1299320687132319751,False,1299320687132319751,434479769,33,43,0.996,Person,José Rojas,65,81,0.976,Place,Caracas Venezuela,,,,,,,,,,,227,250,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,"@Jakeykev1 A girl and her father José  Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need  donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq
https://t.co/x5deEGhnbA",123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,10,Jakeykev1,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10041046258,PayPal,,,,1148503200284250112,,,,,,,,,,,,,,,,,,,251,274,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T03:04:46+00:00,en,everyone,1299181101882183682,False,1299181101882183682,434479769,35,44,0.996,Person,José Rojas,66,82,0.9759,Place,Caracas Venezuela,,,,,,,,,,,227,250,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,@VicBergerIV A girl and her father José Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq https://t.co/x5deEGhnbA,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,12,VicBergerIV,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10041046258,PayPal,,,,1673217121,,,,,,,,,,,,,,,,,,,251,274,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T03:03:49+00:00,en,everyone,1299180859019407362,False,1299180859019407362,434479769,38,47,0.996,Person,José Rojas,69,85,0.9759,Place,Caracas Venezuela,,,,,,,,,,,230,253,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,@JamarNeighbors A girl and her father José Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq https://t.co/x5deEGhnbA,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,15,JamarNeighbors,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10041046258,PayPal,,,,27179082,,,,,,,,,,,,,,,,,,,254,277,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T03:03:34+00:00,en,everyone,1299180799997210625,False,1299180799997210625,434479769,36,45,0.996,Person,José Rojas,67,83,0.9759,Place,Caracas Venezuela,,,,,,,,,,,228,251,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,@brendonwalsh A girl and her father José Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq https://t.co/x5deEGhnbA,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,13,brendonwalsh,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10041046258,PayPal,,,,25723502,,,,,,,,,,,,,,,,,,,252,275,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,2020-08-28T03:03:19+00:00,en,everyone,1299180733714632704,False,1299180733714632704,434479769,37,46,0.996,Person,José Rojas,68,84,0.9759,Place,Caracas Venezuela,,,,,,,,,,,229,252,https://t.co/zDWLJfRrQq,https://paypal.me/alexleon211,paypal.me/alexleon211,Twitter Web App,@NeilHamburger A girl and her father José Rojas are hospitalized in Caracas Venezuela with covid-19. The girl has cancer. They have exhausted all their resources. We need donations for our champion Gisbelis and her father PayPal:https://t.co/zDWLJfRrQq https://t.co/x5deEGhnbA,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,0,14,NeilHamburger,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,781974596752842752,Services,,47,Brand,Brands and Companies,10041046258,PayPal,,,,30508215,,,,,,,,,,,,,,,,,,,253,276,https://t.co/x5deEGhnbA,https://gf.me/u/yjw78n,gf.me/u/yjw78n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
