,tags,current amount,total_amount,currency used,current amount in dollars,total amount in dollars,percentage of completion,created,launch_date,country,donation_count,is_charity
1804,"Medical, Illness & Healing",5,7000,USD,5.0,7000.0,0.07142857142857142,Created 7 days ago,2021-05-04,US,1,false
1805,"Medical, Illness & Healing",5,15000,USD,5.0,15000.0,0.03333333333333333,"Created April 7, 2021",2021-04-07,US,1,false
1806,Education & Learning,35000,35000,USD,35000.0,35000.0,100.0,"Created April 28, 2021",2021-04-28,US,0,false
1807,Travel & Adventure,300,300,USD,300.0,300.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1808,"Medical, Illness & Healing",9500,9500,USD,9500.0,9500.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1809,"Medical, Illness & Healing",5000,5000,USD,5000.0,5000.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1810,"Medical, Illness & Healing",2000,2000,EUR,2378.8,2378.8,100.0,Created 2 days ago,2021-05-09,US,0,false
1811,Accidents & Emergencies,3000,3000,USD,3000.0,3000.0,100.0,Created 3 days ago,2021-05-08,US,0,false
1812,"Medical, Illness & Healing",20000,20000,EUR,23788.0,23788.0,100.0,Created 1 day ago,2021-05-10,US,0,false
1813,"Medical, Illness & Healing",4900,4900,USD,4900.0,4900.0,100.0,Created 3 days ago,2021-05-08,US,0,false
1814,"Medical, Illness & Healing",3000,3000,EUR,3568.2,3568.2,100.0,Created 3 days ago,2021-05-08,US,0,false
1815,"Medical, Illness & Healing",100,100,USD,100.0,100.0,100.0,Created 5 days ago,2021-05-06,US,0,false
1816,"Medical, Illness & Healing",1000,1000,USD,1000.0,1000.0,100.0,Created 5 days ago,2021-05-06,US,0,false
1817,Accidents & Emergencies,10000,10000,USD,10000.0,10000.0,100.0,Created 5 days ago,2021-05-06,US,0,false
1818,"Medical, Illness & Healing",10000,10000,USD,10000.0,10000.0,100.0,Created 6 days ago,2021-05-05,US,0,false
1819,Education & Learning,1000,1000,USD,1000.0,1000.0,100.0,Created 6 days ago,2021-05-05,US,0,false
1820,Education & Learning,800,800,USD,800.0,800.0,100.0,Created 7 days ago,2021-05-04,US,0,false
1821,"Dreams, Hopes & Wishes",5000,5000,USD,5000.0,5000.0,100.0,Created 7 days ago,2021-05-04,US,0,false
1822,"Medical, Illness & Healing",2000,2000,USD,2000.0,2000.0,100.0,Created 6 days ago,2021-05-05,US,0,false
1823,Education & Learning,1000,1000,EUR,1189.4,1189.4,100.0,"Created May 3, 2021",2021-05-03,US,0,false
1824,"Medical, Illness & Healing",5000,5000,USD,5000.0,5000.0,100.0,"Created May 2, 2021",2021-05-02,US,0,false
1825,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,"Created May 2, 2021",2021-05-02,US,0,false
1826,"Medical, Illness & Healing",3000,3000,USD,3000.0,3000.0,100.0,"Created May 1, 2021",2021-05-01,US,0,false
1827,"Dreams, Hopes & Wishes",500,500,USD,500.0,500.0,100.0,"Created May 1, 2021",2021-05-01,US,0,false
1828,Volunteer & Service,5000,5000,USD,5000.0,5000.0,100.0,"Created April 29, 2021",2021-04-29,US,0,false
1829,Business & Entrepreneurs,10000,10000,USD,10000.0,10000.0,100.0,Created 13 hours ago,2021-05-11,US,0,false
1830,"Medical, Illness & Healing",1200,1200,USD,1200.0,1200.0,100.0,Created 3 days ago,2021-05-08,US,0,false
1831,"Medical, Illness & Healing",3900,4000,EUR,4638.66,4757.6,97.49999999999999,"Created May 2, 2021",2021-05-02,US,60,false
1832,"Medical, Illness & Healing",4119,8000,EUR,4899.1386,9515.2,51.4875,"Created April 30, 2021",2021-04-30,US,108,false
1833,"Medical, Illness & Healing",715,20000,USD,715.0,20000.0,3.5749999999999997,Created 4 days ago,2021-05-07,US,13,false
1834,"Medical, Illness & Healing",660,15000,USD,660.0,15000.0,4.3999999999999995,Created 4 days ago,2021-05-07,US,19,false
1835,"Medical, Illness & Healing",1725,10000,EUR,2051.715,11894.0,17.25,"Created April 21, 2021",2021-04-21,US,24,false
1836,"Medical, Illness & Healing",790,1500,USD,790.0,1500.0,52.666666666666664,"Created April 28, 2021",2021-04-28,US,17,false
1837,"Medical, Illness & Healing",640,5000,USD,640.0,5000.0,12.8,Created 5 days ago,2021-05-07,US,18,false
1838,"Medical, Illness & Healing",364,2500,EUR,432.9416,2973.5,14.56,"Created April 28, 2021",2021-04-28,US,23,false
1839,"Medical, Illness & Healing",50,2500,USD,50.0,2500.0,2.0,Created 6 days ago,2021-05-06,US,1,false
1840,"Medical, Illness & Healing",9000,9000,USD,9000.0,9000.0,100.0,Created 2 days ago,2021-05-09,US,0,false
1841,"Medical, Illness & Healing",9500,9500,EUR,11299.3,11299.3,100.0,"Created April 23, 2021",2021-04-23,US,0,false
1842,"Medical, Illness & Healing",10213,22000,EUR,12147.342200000001,26166.8,46.42272727272728,"Created April 21, 2021",2021-04-21,US,101,false
1843,"Babies, Kids & Family",300,4000,USD,300.0,4000.0,7.5,Created 1 day ago,2021-05-10,US,8,false
1844,Accidents & Emergencies,5000,5000,USD,5000.0,5000.0,100.0,Just now,2021-05-12,US,0,false
1845,"Medical, Illness & Healing",180,5000,USD,180.0,5000.0,3.5999999999999996,"Created April 24, 2021",2021-04-24,US,5,false
1846,Funerals & Memorials,140,3000,EUR,166.516,3568.2,4.666666666666667,Created 5 days ago,2021-05-06,US,3,false
1847,"Medical, Illness & Healing",1545,40000,USD,1544.9999999999998,40000.0,3.8624999999999994,"Created April 22, 2021",2021-04-22,US,31,false
1848,Accidents & Emergencies,105,3500,EUR,124.887,4162.9,3.0000000000000004,Created 4 days ago,2021-05-07,US,7,false
1849,"Medical, Illness & Healing",1635,50000,GBP,2269.05278633436,69389.99346588257,3.27,"Created April 29, 2021",2021-04-29,US,27,false
1850,"Medical, Illness & Healing",975,19000,USD,975.0,19000.0,5.131578947368421,Created 3 days ago,2021-05-08,US,23,false
1851,"Medical, Illness & Healing",730,5000,USD,730.0,5000.0,14.6,Created 3 days ago,2021-05-08,US,21,false
1852,"Medical, Illness & Healing",2836,10000,USD,2836.0,10000.0,28.360000000000003,"Created April 30, 2021",2021-04-30,US,59,false
1853,"Medical, Illness & Healing",2401,5000,USD,2401.0,5000.0,48.02,"Created April 22, 2021",2021-04-22,US,48,false
1854,"Medical, Illness & Healing",1800,,USD,1800.0,,,"Created May 3, 2021",2021-05-03,US,36,false
1855,"Medical, Illness & Healing",3012,4500,EUR,3582.4728,5352.3,66.93333333333334,"Created April 27, 2021",2021-04-27,US,91,false
1856,Accidents & Emergencies,1221,3000,EUR,1452.2574,3568.2,40.7,"Created April 22, 2021",2021-04-22,US,49,false
1857,"Medical, Illness & Healing",3430,25000,USD,3430.0,25000.0,13.719999999999999,"Created April 9, 2021",2021-04-09,US,41,false
1858,"Medical, Illness & Healing",740,6000,USD,740.0,6000.0,12.333333333333334,"Created April 13, 2021",2021-04-13,US,17,false
1859,"Medical, Illness & Healing",4773,25000,USD,4773.0,25000.0,19.092000000000002,"Created April 12, 2021",2021-04-12,US,65,false
1860,"Medical, Illness & Healing",1322,10000,EUR,1572.3868,11894.0,13.22,"Created March 27, 2021",2021-03-27,US,16,false
1861,Accidents & Emergencies,1306,3800,EUR,1553.3564000000001,4519.72,34.36842105263158,"Created April 8, 2021",2021-04-08,US,19,false
1862,"Medical, Illness & Healing",576,,USD,576.0,,,"Created March 13, 2021",2021-03-13,US,18,false
1863,"Medical, Illness & Healing",1090,10000,USD,1090.0,10000.0,10.9,"Created April 3, 2021",2021-04-03,US,32,false
1864,"Medical, Illness & Healing",260,5000,USD,260.0,5000.0,5.2,"Created April 13, 2021",2021-04-13,US,7,false
1865,"Medical, Illness & Healing",1385,5000,USD,1385.0,5000.0,27.700000000000003,"Created March 20, 2021",2021-03-20,US,25,false
1866,"Medical, Illness & Healing",270,2000,EUR,321.138,2378.8,13.499999999999998,"Created April 2, 2021",2021-04-02,US,11,false
1867,"Medical, Illness & Healing",360,15000,USD,360.0,15000.0,2.4,"Created March 6, 2021",2021-03-06,US,13,false
1868,"Medical, Illness & Healing",585,18000,USD,585.0,18000.0,3.25,"Created March 15, 2021",2021-03-15,US,12,false
1869,"Medical, Illness & Healing",184,1000,EUR,218.8496,1189.4,18.4,"Created April 18, 2021",2021-04-18,US,13,false
1870,"Medical, Illness & Healing",610,5000,USD,610.0,5000.0,12.2,"Created March 30, 2021",2021-03-30,US,14,false
1871,"Medical, Illness & Healing",405,400,EUR,481.707,475.76,101.25,"Created March 17, 2021",2021-03-17,US,19,false
1872,"Medical, Illness & Healing",3966,18000,USD,3966.0,18000.0,22.03333333333333,"Created March 30, 2021",2021-03-30,US,63,false
1873,"Medical, Illness & Healing",440,15000,USD,440.0,15000.0,2.933333333333333,"Created April 6, 2021",2021-04-06,US,13,false
1874,"Medical, Illness & Healing",947,10000,USD,947.0,10000.0,9.47,"Created March 30, 2021",2021-03-30,US,28,false
1875,"Medical, Illness & Healing",2079,15000,USD,2079.0,15000.0,13.86,"Created February 20, 2021",2021-02-20,US,23,false
1876,"Medical, Illness & Healing",600,15000,USD,600.0,15000.0,4.0,"Created March 21, 2021",2021-03-21,US,12,false
1877,Accidents & Emergencies,250,250,EUR,297.35,297.35,100.0,"Created February 18, 2021",2021-02-18,US,14,false
1878,"Medical, Illness & Healing",400,2000,USD,400.0,2000.0,20.0,"Created April 15, 2021",2021-04-15,US,11,false
1879,"Medical, Illness & Healing",304,2500,EUR,361.5776,2973.5,12.16,"Created March 27, 2021",2021-03-27,US,12,false
1880,Accidents & Emergencies,840,5000,GBP,1165.7518902268273,6938.999346588256,16.800000000000004,"Created February 26, 2021",2021-02-26,US,10,false
1881,"Medical, Illness & Healing",265,600,USD,265.0,600.0,44.166666666666664,"Created February 16, 2021",2021-02-16,US,13,false
1882,"Babies, Kids & Family",440,2100,EUR,523.336,2497.7400000000002,20.95238095238095,"Created May 2, 2021",2021-05-02,US,16,false
1883,"Missions, Faith & Church",915,10236,USD,915.0,10236.0,8.939038686987104,"Created March 17, 2021",2021-03-17,US,6,false
1884,"Medical, Illness & Healing",800,3000,USD,800.0,3000.0,26.666666666666668,"Created May 1, 2021",2021-05-01,US,12,false
1885,"Medical, Illness & Healing",317,2000,USD,317.0,2000.0,15.85,"Created March 29, 2021",2021-03-29,US,12,false
1886,"Medical, Illness & Healing",350,2000,USD,350.0,2000.0,17.5,"Created April 1, 2021",2021-04-01,US,10,false
1887,Animals & Pets,188,3000,USD,188.0,3000.0,6.266666666666667,"Created March 23, 2021",2021-03-23,US,7,false
1888,"Medical, Illness & Healing",2031,2000,USD,2031.0,2000.0,101.55000000000001,"Created April 3, 2021",2021-04-03,US,23,false
1889,Other,620,3000,USD,620.0,3000.0,20.666666666666668,"Created March 8, 2021",2021-03-08,US,8,false
1890,"Medical, Illness & Healing",363,3500,EUR,431.7522,4162.9,10.371428571428574,"Created April 16, 2021",2021-04-16,US,10,false
1891,Accidents & Emergencies,280,4500,USD,280.0,4500.0,6.222222222222222,"Created April 7, 2021",2021-04-07,US,10,false
1892,"Medical, Illness & Healing",540,5000,USD,540.0,5000.0,10.8,"Created April 5, 2021",2021-04-05,US,19,false
1893,"Medical, Illness & Healing",1110,2000,USD,1110.0,2000.0,55.50000000000001,"Created April 26, 2021",2021-04-26,US,15,false
1894,"Medical, Illness & Healing",563,5000,USD,563.0,5000.0,11.26,"Created May 2, 2021",2021-05-02,US,13,false
1895,"Medical, Illness & Healing",435,1000,USD,435.0,1000.0,43.5,"Created April 22, 2021",2021-04-22,US,12,false
1896,"Babies, Kids & Family",340,1000,USD,340.0,1000.0,34.0,"Created April 3, 2021",2021-04-03,US,6,false
1897,"Medical, Illness & Healing",295,1500,EUR,350.873,1784.1,19.666666666666668,"Created February 28, 2021",2021-02-28,US,6,false
1898,"Medical, Illness & Healing",255,15000,USD,255.0,15000.0,1.7000000000000002,"Created March 11, 2021",2021-03-11,US,6,false
1899,"Medical, Illness & Healing",145,5000,USD,145.0,5000.0,2.9000000000000004,"Created February 25, 2021",2021-02-25,US,6,false
1900,"Medical, Illness & Healing",115,6000,EUR,136.781,7136.4,1.916666666666667,"Created April 20, 2021",2021-04-20,US,6,false
1901,Accidents & Emergencies,65,1000,EUR,77.311,1189.4,6.5,Created 7 days ago,2021-05-05,US,6,false
1902,Accidents & Emergencies,1150,65000,USD,1150.0,65000.00000000001,1.7692307692307692,"Created April 7, 2021",2021-04-07,US,5,false
1903,"Medical, Illness & Healing",300,3000,USD,300.0,3000.0,10.0,"Created April 14, 2021",2021-04-14,US,5,false
1904,Volunteer & Service,275,2000,USD,275.0,2000.0,13.750000000000002,"Created March 28, 2021",2021-03-28,US,5,false
1905,"Medical, Illness & Healing",155,15000,USD,155.0,15000.0,1.0333333333333332,"Created April 1, 2021",2021-04-01,US,5,false
1906,Accidents & Emergencies,140,,USD,140.0,,,Created 7 days ago,2021-05-04,US,5,false
1907,"Medical, Illness & Healing",80,5000,USD,80.0,5000.0,1.6,"Created April 8, 2021",2021-04-08,US,5,false
1908,Accidents & Emergencies,80,10000,USD,80.0,10000.0,0.8,"Created April 2, 2021",2021-04-02,US,5,false
1909,Funerals & Memorials,200,5000,USD,200.0,5000.0,4.0,"Created March 10, 2021",2021-03-10,US,4,false
1910,"Medical, Illness & Healing",190,50000,USD,190.0,50000.0,0.38,"Created April 23, 2021",2021-04-23,US,4,false
1911,"Medical, Illness & Healing",120,1500,USD,120.0,1500.0,8.0,"Created March 5, 2021",2021-03-05,US,4,false
1912,Education & Learning,100,10000,USD,100.0,10000.0,1.0,"Created March 23, 2021",2021-03-23,US,4,false
1913,Accidents & Emergencies,180,1000,USD,180.0,1000.0,18.0,"Created March 16, 2021",2021-03-16,US,3,false
1914,"Medical, Illness & Healing",145,750,USD,145.0,750.0,19.333333333333332,"Created March 10, 2021",2021-03-10,US,3,false
1915,"Medical, Illness & Healing",130,9000,EUR,154.622,10704.6,1.4444444444444446,"Created February 19, 2021",2021-02-19,US,3,false
1916,"Medical, Illness & Healing",95,3000,USD,95.0,3000.0,3.166666666666667,Created 3 days ago,2021-05-08,US,3,false
1917,"Medical, Illness & Healing",40,5000,USD,40.0,5000.0,0.8,"Created April 21, 2021",2021-04-21,US,3,false
1918,"Medical, Illness & Healing",177,30000,USD,177.0,30000.0,0.59,"Created March 2, 2021",2021-03-02,US,2,false
1919,"Medical, Illness & Healing",120,2000,USD,120.0,2000.0,6.0,"Created April 8, 2021",2021-04-08,US,2,false
1920,"Medical, Illness & Healing",100,8000,EUR,118.94,9515.2,1.25,"Created March 24, 2021",2021-03-24,US,2,false
1921,"Medical, Illness & Healing",60,3000,USD,60.0,3000.0,2.0,"Created March 16, 2021",2021-03-16,US,2,false
1922,"Medical, Illness & Healing",55,2000,USD,55.0,2000.0,2.75,"Created April 17, 2021",2021-04-17,US,2,false
1923,Accidents & Emergencies,55,3900,EUR,65.417,4638.66,1.4102564102564104,"Created April 27, 2021",2021-04-27,US,2,false
1924,"Medical, Illness & Healing",50,3000,EUR,59.47,3568.2,1.6666666666666667,"Created March 12, 2021",2021-03-12,US,2,false
1925,"Medical, Illness & Healing",35,29000,EUR,41.629,34492.6,0.1206896551724138,"Created April 6, 2021",2021-04-06,US,2,false
1926,"Babies, Kids & Family",30,5000,USD,30.0,5000.0,0.6,"Created April 25, 2021",2021-04-25,US,2,false
1927,"Medical, Illness & Healing",30,5000,EUR,35.682,5947.0,0.6,"Created March 14, 2021",2021-03-14,US,2,false
1928,,10,2000,USD,10.0,2000.0,0.5,"Created February 12, 2021",2021-02-12,US,2,false
1929,Accidents & Emergencies,100,7450,USD,100.0,7450.000000000001,1.3422818791946307,"Created April 27, 2021",2021-04-27,US,1,false
1930,Accidents & Emergencies,50,5000,USD,50.0,5000.0,1.0,"Created April 8, 2021",2021-04-08,US,1,false
1931,Other,50,3000,USD,50.0,3000.0,1.6666666666666667,"Created April 4, 2021",2021-04-04,US,1,false
1932,"Medical, Illness & Healing",50,40000,USD,50.0,40000.0,0.125,"Created February 16, 2021",2021-02-16,US,1,false
1933,Funerals & Memorials,25,1500,USD,25.0,1500.0,1.6666666666666667,"Created April 6, 2021",2021-04-06,US,1,false
1934,Accidents & Emergencies,10,3500,USD,10.0,3500.0,0.2857142857142857,"Created April 13, 2021",2021-04-13,US,1,false
1935,"Medical, Illness & Healing",400,400,EUR,475.76,475.76,100.0,Created 1 day ago,2021-04-24,US,0,false
1936,"Medical, Illness & Healing",1239,1239,EUR,1473.6666,1473.6666,100.0,"Created March 21, 2020",2020-03-21,US,43,false
1937,"Medical, Illness & Healing",130,4700,USD,130.0,4700.0,2.7659574468085104,"Created April 12, 2021",2021-04-12,US,3,false
1938,"Medical, Illness & Healing",20,20,EUR,23.788,23.788,100.0,"Created April 14, 2021",2021-04-14,US,3,false
1939,"Medical, Illness & Healing",20,20,EUR,23.788,23.788,100.0,"Created April 14, 2021",2021-04-14,US,3,false
1940,"Medical, Illness & Healing",8500,8500,USD,8500.0,8500.0,100.0,Created 2 days ago,2021-04-23,US,0,false
1941,Accidents & Emergencies,2000,2000,USD,2000.0,2000.0,100.0,"Created May 4, 2020",2020-05-04,US,0,false
1942,Accidents & Emergencies,1259,1259,EUR,1497.4546,1497.4546,100.0,"Created April 28, 2020",2020-04-28,US,26,false
1943,Volunteer & Service,105,3000,USD,105.0,3000.0,3.5000000000000004,"Created April 30, 2020",2020-04-30,US,2,false
1944,Volunteer & Service,30000,30000,EUR,35682.0,35682.0,100.0,"Created May 6, 2020",2020-05-06,US,0,false
1945,Funerals & Memorials,3185,3185,USD,3185.0,3185.0,100.0,"Created June 11, 2020",2020-06-11,US,46,false
1946,Education & Learning,2250,1250,USD,2250.0,1250.0,180.0,"Created June 30, 2020",2020-06-30,US,3,false
1947,"Medical, Illness & Healing",3110,3110,USD,3109.9999999999995,3109.9999999999995,100.0,"Created April 6, 2021",2021-04-06,US,36,false
1948,"Medical, Illness & Healing",11000,11000,USD,11000.0,11000.0,100.0,Created 1 day ago,2021-04-23,US,0,false
1949,Accidents & Emergencies,50000,50000,USD,50000.0,50000.0,100.0,"Created October 18, 2020",2020-10-18,US,0,false
1950,"Babies, Kids & Family",531,5000,USD,531.0,5000.0,10.620000000000001,"Created February 17, 2020",2020-02-17,US,11,false
1951,Accidents & Emergencies,1001,1000,USD,1001.0,1000.0,100.1,"Created May 12, 2020",2020-05-12,US,27,false
1952,Accidents & Emergencies,1205,1200,USD,1205.0,1200.0,100.41666666666667,"Created March 30, 2020",2020-03-30,US,29,false
1953,Accidents & Emergencies,1500,1500,USD,1500.0,1500.0,100.0,"Created April 25, 2020",2020-04-25,US,15,false
1954,Accidents & Emergencies,8000,8000,USD,8000.0,8000.0,100.0,"Created March 1, 2021",2021-03-01,US,0,false
1955,Accidents & Emergencies,8000,8000,CHF,8594.706891879685,8594.706891879685,100.0,"Created May 5, 2020",2020-05-05,US,0,false
1956,Community & Neighbors,2000,2000,USD,2000.0,2000.0,100.0,"Created March 24, 2021",2021-03-24,US,0,false
1957,"Babies, Kids & Family",20000,20000,USD,20000.0,20000.0,100.0,"Created April 8, 2021",2021-04-08,US,0,false
1958,"Medical, Illness & Healing",20000,20000,USD,20000.0,20000.0,100.0,"Created April 8, 2021",2021-04-08,US,0,false
1959,Volunteer & Service,3175,,USD,3175.0,,,"Created June 26, 2020",2020-06-26,US,9,true
1960,Education & Learning,5900,5900,EUR,7017.46,7017.46,100.0,"Created April 7, 2021",2021-04-07,US,0,false
1961,"Medical, Illness & Healing",150,2000,USD,150.0,2000.0,7.5,"Created August 22, 2020",2020-08-22,US,2,false
1962,Accidents & Emergencies,1000,1000,USD,1000.0,1000.0,100.0,Created 19 hours ago,2021-04-24,US,0,false
1963,"Babies, Kids & Family",250,20000,USD,250.0,20000.0,1.25,"Created November 21, 2020",2020-11-21,US,3,false
1964,Education & Learning,1595,3625,USD,1594.9999999999998,3625.0000000000005,43.999999999999986,"Created October 26, 2020",2020-10-26,US,26,false
1965,"Medical, Illness & Healing",1794,1794,USD,1794.0,1794.0,100.0,"Created August 26, 2020",2020-08-26,US,27,false
1966,Funerals & Memorials,1100,1100,USD,1100.0,1100.0,100.0,"Created August 31, 2020",2020-08-31,US,38,false
1967,"Medical, Illness & Healing",165,9000,USD,165.0,9000.0,1.8333333333333333,"Created August 29, 2020",2020-08-29,US,4,false
1968,Accidents & Emergencies,175,5000,USD,175.0,5000.0,3.5000000000000004,"Created August 23, 2020",2020-08-23,US,3,false
