Day,"Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (IHME, lower)","Daily new estimated infections of COVID-19 (IHME, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
2020-11-30,2171.18074468164,1518.15415370346,2959.33343020664,321.57143
2020-12-01,2177.73312365249,1529.27053394878,2954.82665926322,303.28571
2020-12-02,2184.61643118025,1549.36078523277,2899.93639840254,321.42857
2020-12-03,2191.85586749559,1566.47530542924,2900.0364591818,333.28571
2020-12-04,2199.46974405674,1581.42581420001,2916.82173815729,336.14286
2020-12-05,2207.47013415338,1576.06451310564,2914.37896795545,345.28571
2020-12-06,2215.85802882048,1575.30364233631,2927.48405389662,343.14286
2020-12-07,2224.63929717798,1591.34555912358,2926.3620195162,358.57143
2020-12-08,2233.8271829918,1617.58825078365,2942.21744810104,394.71429
2020-12-09,2243.43290219079,1623.92197575579,2931.31395669328,397.85714
2020-12-10,2253.45626512322,1636.70135085029,2960.40569600903,390.28571
2020-12-11,2263.89724152889,1670.63702865121,2955.25886291674,405.42857
2020-12-12,2274.75733299307,1683.23236051152,2973.61997665253,428.57143
2020-12-13,2286.02085817423,1675.02868201303,2981.11652681062,477.71429
2020-12-14,2297.67178125961,1684.59789193073,2997.14497637763,460.14286
2020-12-15,2309.68635553616,1700.7850679899,3014.7235470409,442.28571
2020-12-16,2322.02123183741,1711.10059144041,3028.78511976641,409.28571
2020-12-17,2334.61982136564,1707.65919539317,3045.19036146874,400.14286
2020-12-18,2347.41952047391,1737.70524856623,3058.35608027375,382.85714
2020-12-19,2360.3476415116,1765.13578547139,3053.30840946799,372.0
2020-12-20,2373.33353416142,1780.23608013869,3061.3341011187,327.0
2020-12-21,2386.31748193962,1810.29178336737,3071.56490133164,341.14286
2020-12-22,2399.26715511013,1823.09776212638,3078.77779531785,335.42857
2020-12-23,2412.15592618603,1851.99557212627,3076.17988303562,329.57143
2020-12-24,2424.94943358951,1880.10742715876,3118.80267317729,309.14286
2020-12-25,2437.59625203836,1884.09507762663,3122.96934097351,315.42857
2020-12-26,2450.03500587475,1888.91187108815,3140.26144781468,310.0
2020-12-27,2462.20628858634,1906.07250865216,3171.89851282428,320.14286
2020-12-28,2474.0606849373,1916.19469726645,3197.60986166499,303.28571
2020-12-29,2485.55143440987,1943.57772193312,3207.85990565375,290.42857
2020-12-30,2496.62943867875,1950.86238679853,3240.77006836668,299.57143
2020-12-31,2507.23588441837,1954.35422086404,3252.68428593198,330.42857
2021-01-01,2517.31091236617,1977.34253045287,3231.35965673018,325.85714
2021-01-02,2526.79639569158,1989.58159743119,3230.61461939928,304.57143
2021-01-03,2535.63411446092,2001.48307682897,3261.52948551004,273.42857
2021-01-04,2543.76524218587,2005.60689485645,3303.59385870958,253.0
2021-01-05,2551.13731347328,2021.95603196776,3298.45348671902,257.28571
2021-01-06,2557.72005841713,2039.41820811384,3279.63231457888,255.28571
2021-01-07,2563.51069103982,2039.30955730499,3275.01159812246,252.0
2021-01-08,2568.51903725107,2056.65603029679,3301.77157365065,254.71429
2021-01-09,2572.76806728144,2051.82160187244,3319.32993557927,298.42857
2021-01-10,2576.28077275648,2066.67141146382,3298.1588288357,340.0
2021-01-11,2579.08060907032,2071.94421384403,3263.92381725116,368.0
2021-01-12,2581.19734343248,2076.04202622957,3294.45952506806,376.71429
2021-01-13,2582.67739202006,2076.6985312144,3309.34298621515,414.71429
2021-01-14,2583.58042799276,2080.06165473848,3265.83510878572,441.85714
2021-01-15,2583.97469673528,2074.75795968849,3276.20880618268,455.57143
2021-01-16,2583.92034882776,2054.76644946276,3243.62670750847,447.71429
2021-01-17,2583.47641870316,2050.11012253911,3288.5717840761,456.14286
2021-01-18,2582.70589962427,2054.65533757258,3297.1611128443,494.42857
2021-01-19,2581.67005140202,2049.61837083039,3299.49953343581,545.42857
2021-01-20,2580.4324677359,2039.87105713428,3278.96999884927,554.28571
2021-01-21,2579.06768295574,2028.51467818954,3310.75923867291,549.28571
2021-01-22,2577.65538933706,2018.31453902052,3310.51531893001,562.71429
2021-01-23,2576.27570863517,2014.90781839553,3299.43140463932,562.71429
2021-01-24,2575.01950990591,2008.83906105657,3298.59922803952,558.0
2021-01-25,2573.98232992071,2007.22456248143,3270.9826691875,524.0
2021-01-26,2573.27946375584,1996.47850579949,3255.78067850221,486.85714
2021-01-27,2573.05475911939,2010.98376033727,3245.12683892307,466.71429
2021-01-28,2573.47466371633,2012.01992214526,3223.94331602205,443.42857
2021-01-29,2574.71436176963,1997.10358098214,3210.27308216967,425.85714
2021-01-30,2576.9524698596,2008.63061878503,3208.64227051423,439.71429
2021-01-31,2580.35877558048,2003.65684186576,3209.6930658688,459.71429
2021-02-01,2585.09404730401,1999.89651890321,3198.04303101819,462.0
2021-02-02,2591.31634007085,2006.73766093184,3209.83131194609,461.0
2021-02-03,2599.1803632565,2024.6023166407,3200.07204609709,479.57143
2021-02-04,2608.83480322541,2029.72767216385,3194.37351579692,487.28571
2021-02-05,2620.42455508136,2047.51043113399,3225.35816319148,493.57143
2021-02-06,2634.09448844129,2039.7011242954,3235.74432271755,474.28571
2021-02-07,2649.98031075614,2049.7881680041,3256.90219475577,455.57143
2021-02-08,2668.21506704535,2081.83136722476,3272.27141031281,464.28571
2021-02-09,2688.932739482,2107.66043984422,3287.1957443267,477.71429
2021-02-10,2712.26590333037,2137.46941443696,3311.86950319537,451.57143
2021-02-11,2738.35008896244,2167.97208773835,3355.49313274864,436.14286
2021-02-12,2767.32274308624,2198.76920127127,3385.20452520413,432.57143
2021-02-13,2799.31072862644,2225.39175612531,3417.6834820875,442.85714
2021-02-14,2834.44096482553,2243.83699842172,3482.84115083672,443.14286
2021-02-15,2872.85169247194,2268.24992697875,3515.16902154544,425.85714
2021-02-16,2914.68588680633,2297.68305827196,3568.4455464759,404.42857
2021-02-17,2960.08326575716,2327.46008052943,3618.96874949875,406.14286
2021-02-18,3009.18247735202,2338.76662537966,3683.36287490283,421.85714
2021-02-19,3062.11400876289,2367.4033021326,3731.79710644332,407.85714
2021-02-20,3119.0027124362,2419.71027918976,3810.29262736759,408.57143
2021-02-21,3179.96688124043,2467.43445665685,3888.33283154684,407.14286
2021-02-22,3245.0841605143,2500.90816392243,3972.1147857603,424.0
2021-02-23,3314.41876934437,2562.14404521441,4055.77471684369,437.0
2021-02-24,3388.02957916695,2629.68602304357,4141.59626968099,446.57143
2021-02-25,3465.95968484188,2703.98631350327,4249.93451277369,441.42857
2021-02-26,3548.21055355352,2769.53085079474,4338.68573891852,454.42857
2021-02-27,3634.73664600815,2838.53082304385,4443.2301941185,448.0
2021-02-28,3725.47351555927,2906.01645849083,4553.99297186738,435.42857
2021-03-01,3820.36442571543,3013.87147490603,4672.58170563288,428.57143
2021-03-02,3919.33755931804,3079.10932227932,4812.30584910953,421.14286
