Day,"Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (IHME, lower)","Daily new estimated infections of COVID-19 (IHME, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
2021-03-03,4022.28947192986,3171.0926616445,4955.21589777715,419.71429
2021-03-04,4129.10513422085,3285.0064489724,5161.77996638327,441.28571
2021-03-05,4239.64102605768,3376.04571246936,5272.11266579842,437.28571
2021-03-06,4353.71608971398,3455.64116394506,5370.11834144137,449.42857
2021-03-07,4471.11447550493,3577.85912684866,5570.3689569359,460.28571
2021-03-08,4591.59044916884,3672.19617278306,5812.83175929069,461.28571
2021-03-09,4714.86196605539,3760.34172851584,5964.48595276885,483.85714
2021-03-10,4840.59480545295,3867.98943499292,6126.08068845847,419.71429
2021-03-11,4968.38998260714,3953.72213667062,6301.34035242794,473.85714
2021-03-12,5097.79908846268,4056.15812078453,6463.26395460888,490.0
2021-03-13,5228.31617464828,4125.19962123481,6645.36438125664,499.14286
2021-03-14,5359.38209420772,4229.7962603295,6826.21256043424,434.42857
2021-03-15,5490.41252159044,4309.03582398465,6955.43930403479,530.57143
2021-03-16,5620.79393381006,4416.65168605213,7149.39795901666,529.57143
2021-03-17,5749.86627083763,4509.73526903189,7357.21818743976,608.0
2021-03-18,5876.86949801048,4597.94065221037,7505.68293244493,561.57143
2021-03-19,6000.94673314719,4699.99787178214,7703.78605895775,622.71429
2021-03-20,6121.21494046742,4783.70345668871,7841.21391810577,703.85714
2021-03-21,6236.79111589734,4886.55954896493,7993.16612774024,820.57143
2021-03-22,6346.73764601395,4904.33596276525,8106.81675696958,772.28571
2021-03-23,6450.08765944242,4992.99434800743,8326.37089252421,782.85714
2021-03-24,6545.87895754902,5067.95527429803,8405.20768804568,819.71429
2021-03-25,6633.19817032861,5102.69617610702,8583.06094053957,851.0
2021-03-26,6711.22415784759,5149.71918876297,8700.94715478359,822.85714
2021-03-27,6779.27144150592,5211.24433429975,8775.19047106252,765.28571
2021-03-28,6836.78500887156,5221.38870181197,8873.0239371684,790.28571
2021-03-29,6883.33802614362,5269.88956041125,8978.42944727368,864.14286
2021-03-30,6918.67320312472,5269.51477259164,9054.95603203804,948.71429
2021-03-31,6942.79091993684,5256.83640044236,9180.17004018343,1026.0
2021-04-01,6956.02802374714,5250.45004572392,9154.26573818802,1083.71429
2021-04-02,6958.91437682031,5233.39368878018,9120.89305244203,1117.85714
2021-04-03,6952.07548586889,5204.56283302842,9081.8494239379,1239.14286
2021-04-04,6936.1249874069,5207.29510995008,9125.11632386092,1352.57143
2021-04-05,6911.73148179542,5105.13001260284,9134.44995550472,1372.14286
2021-04-06,6879.69831667329,4960.86507661718,9125.4862952468,1417.85714
2021-04-07,6840.95427021212,4881.62094237234,9062.78715086922,1384.57143
2021-04-08,6796.43663949887,4824.44288900306,9017.56080815364,1374.57143
2021-04-09,6746.94985248791,4746.11289003371,9068.16003457117,1390.14286
2021-04-10,6693.3475794951,4702.63098465544,9082.56879882084,1349.85714
2021-04-11,6636.57128965902,4655.51822533427,9018.51253212863,1252.0
2021-04-12,6577.64236786373,4631.05833199555,8976.6387914172,1180.57143
2021-04-13,6518.06345995017,4574.88419190281,8942.64693044114,1128.28571
2021-04-14,6459.62793027739,4575.61425669453,8904.91182595558,1129.28571
2021-04-15,6404.03014573807,4459.38729542789,8903.36690883591,1141.71429
2021-04-16,6378.44831064808,4312.82717681541,8913.68382665616,1164.0
2021-04-17,6433.95942314646,4455.2872899159,9221.30523559194,1159.57143
2021-04-18,6395.833906088,4345.35162243263,9349.31754922118,1186.14286
2021-04-19,6344.85440236162,4206.82172901014,9413.95724362947,1254.71429
2021-04-20,6293.92122363024,4054.91619968401,9617.28258821642,1252.0
2021-04-21,6252.04607568452,3924.59835114966,9777.19539306354,1235.85714
2021-04-22,6224.22768421017,3811.4150676363,9960.40241248093,1242.57143
2021-04-23,6214.59754320389,3718.37664483693,10207.0433248202,1253.14286
2021-04-24,6222.00582014715,3647.90651316491,10401.4855977738,1231.42857
2021-04-25,6238.12451882498,3555.5794521898,10611.9654121983,1189.71429
2021-04-26,6247.43905266097,3487.54812161678,10820.3673634017,1129.0
2021-04-27,6249.46565754266,3424.06311785399,10967.3952564115,1140.71429
2021-04-28,6254.76333520832,3358.73564552868,11127.0249771354,1173.42857
2021-04-29,6262.74287175804,3306.41266596973,11346.222943946,1189.0
2021-04-30,6275.95099737872,3275.15562446377,11563.4018568362,1186.0
2021-05-01,6294.40740151629,3241.77932989456,11782.2139490279,1191.71429
2021-05-02,6312.44348856118,3198.32379328942,11960.2449430218,1221.28571
2021-05-03,6329.85390764623,3170.15062325147,12011.8656744766,1204.71429
2021-05-04,,,,1155.14286
2021-05-05,,,,1088.42857
2021-05-06,,,,1095.85714
2021-05-07,,,,1071.14286
2021-05-08,,,,1097.71429
2021-05-09,,,,1114.71429
2021-05-10,,,,1175.85714
